DateTime,surface_height
2017-08-27,6.022127659574469
2017-08-28,6.052708333333335
2017-08-29,6.054791666666667
2017-08-30,6.059999999999999
2017-08-31,6.059999999999999
2017-09-01,6.059999999999999
2017-09-02,6.092291666666668
2017-09-03,6.0975
2017-09-04,6.095000000000002
2017-09-05,6.095000000000002
2017-09-06,6.097083333333334
2017-09-07,6.098229166666666
2017-09-08,6.095000000000002
2017-09-09,6.093229166666667
2017-09-10,6.183854166666666
2017-09-11,6.464270833333334
2017-09-12,6.532604166666665
2017-09-13,6.549375000000001
2017-09-14,6.5659375
2017-09-15,6.581770833333334
2017-09-16,6.595937500000002
2017-09-17,6.608958333333334
2017-09-18,6.620729166666667
2017-09-19,6.631770833333334
2017-09-20,6.643854166666667
2017-09-21,6.655312500000001
2017-09-22,6.666041666666668
2017-09-23,6.6759375
2017-09-24,6.688020833333333
2017-09-25,6.697500000000002
2017-09-26,6.706666666666667
2017-09-27,6.7153125
2017-09-28,6.723437500000003
2017-09-29,6.735208333333336
2017-09-30,6.747187499999999
2017-10-01,6.773125
2017-10-02,6.819687500000001
2017-10-03,6.828749999999999
2017-10-04,6.832395833333333
2017-10-05,6.839062500000001
2017-10-06,6.849166666666665
2017-10-07,6.858125000000001
2017-10-08,6.868437499999999
2017-10-09,6.887916666666666
2017-10-10,6.891562499999999
2017-10-11,6.898958333333333
2017-10-12,6.900000000000002
2017-10-13,6.900000000000002
2017-10-14,6.904270833333335
2017-10-15,6.9096875
2017-10-16,6.91
2017-10-17,6.935104166666665
2017-10-18,6.940000000000001
2017-10-19,6.940000000000001
2017-10-20,6.940000000000001
2017-10-21,6.940312500000001
2017-10-22,6.946979166666669
2017-10-23,6.952083333333334
2017-10-24,6.970000000000002
2017-10-25,6.970000000000002
2017-10-26,6.968020833333334
2017-10-27,6.965
2017-10-28,6.968125000000001
2017-10-29,6.970000000000002
2017-10-30,6.965312500000003
2017-10-31,6.965
2017-11-01,6.965
2017-11-02,6.966979166666668
2017-11-03,6.970000000000002
2017-11-04,6.970000000000002
2017-11-05,6.972916666666666
2017-11-06,6.975208333333335
2017-11-07,6.98
2017-11-08,6.98
2017-11-09,6.98072916666667
2017-11-10,6.982500000000002
2017-11-11,6.98
2017-11-12,6.98
2017-11-13,6.981979166666669
2017-11-14,6.984895833333333
2017-11-15,6.98
2017-11-16,6.98
2017-11-17,6.98
2017-11-18,6.98
2017-11-19,6.981979166666669
2017-11-20,6.9808333333333366
2017-11-21,6.97666666666667
2017-11-22,6.964895833333333
2017-11-23,6.990416666666668
2017-11-24,7.031874999999999
2017-11-25,7.035
2017-11-26,7.035
2017-11-27,7.035
2017-11-28,7.035
2017-11-29,7.035
2017-11-30,7.035
2017-12-01,7.035
2017-12-02,7.035
2017-12-03,7.035
2017-12-04,7.035
2017-12-05,7.035
2017-12-06,7.035
2017-12-07,7.035
2017-12-08,7.044375000000002
2017-12-09,7.077500000000001
2017-12-10,7.078125
2017-12-11,7.074999999999999
2017-12-12,7.074999999999999
2017-12-13,7.074999999999999
2017-12-14,7.074999999999999
2017-12-15,7.074999999999999
2017-12-16,7.074999999999999
2017-12-17,7.074999999999999
2017-12-18,7.075625000000002
2017-12-19,7.080000000000002
2017-12-20,7.081145833333334
2017-12-21,7.085000000000001
2017-12-22,7.085000000000001
2017-12-23,7.085000000000001
2017-12-24,7.085000000000001
2017-12-25,7.084479166666668
2017-12-26,7.075729166666669
2017-12-27,7.074999999999999
2017-12-28,7.074999999999999
2017-12-29,7.074791666666666
2017-12-30,7.07
2017-12-31,7.066666666666666
2018-01-01,7.065000000000001
2018-01-02,7.063437500000003
2018-01-03,7.070208333333333
2018-01-04,7.085000000000001
2018-01-05,7.083020833333336
2018-01-06,7.080000000000002
2018-01-07,7.079583333333336
2018-01-08,7.076145833333335
2018-01-09,NA
2018-01-10,7.0934375
2018-01-11,7.099999999999998
2018-01-12,7.101875
2018-01-13,7.108020833333335
2018-01-14,7.099999999999998
2018-01-15,7.099999999999998
2018-01-16,7.099999999999998
2018-01-17,7.098125
2018-01-18,7.09010416666667
2018-01-19,7.09
2018-01-20,7.09
2018-01-21,7.0866666666666696
2018-01-22,7.085000000000001
2018-01-23,7.089166666666667
2018-01-24,7.09010416666667
2018-01-25,7.09
2018-01-26,7.0866666666666696
2018-01-27,7.085000000000001
2018-01-28,7.082916666666666
2018-01-29,7.131875000000001
2018-01-30,7.087083333333332
2018-01-31,7.097291666666667
2018-02-01,7.095520833333335
2018-02-02,7.112291666666668
2018-02-03,7.10604166666667
2018-02-04,7.109999999999999
2018-02-05,7.122812500000002
2018-02-06,7.120000000000001
2018-02-07,7.120000000000001
2018-02-08,7.120000000000001
2018-02-09,7.120000000000001
2018-02-10,7.115208333333335
2018-02-11,7.114999999999998
2018-02-12,7.118645833333336
2018-02-13,7.1171875
2018-02-14,7.09
2018-02-15,7.09
2018-02-16,7.089583333333334
2018-02-17,7.084375000000001
2018-02-18,7.080000000000002
2018-02-19,7.080000000000002
2018-02-20,7.080000000000002
2018-02-21,7.076875000000001
2018-02-22,7.07
2018-02-23,7.07
2018-02-24,7.07
2018-02-25,7.064375000000002
2018-02-26,7.059999999999999
2018-02-27,7.059999999999999
2018-02-28,7.062604166666667
2018-03-01,7.0902083333333366
2018-03-02,7.085104166666667
2018-03-03,7.081041666666668
2018-03-04,7.074791666666666
2018-03-05,7.067083333333333
2018-03-06,7.065000000000001
2018-03-07,7.064270833333332
2018-03-08,7.055729166666669
2018-03-09,7.05125
2018-03-10,7.044999999999998
2018-03-11,7.044999999999998
2018-03-12,7.037291666666668
2018-03-13,7.0121875
2018-03-14,7.006979166666667
2018-03-15,7.001041666666669
2018-03-16,6.995208333333334
2018-03-17,6.992291666666667
