"","DateTime","Depth","Tot_V"
"330","2018-07-22",NA,NA
"331","2018-07-23",NA,NA
"332","2018-07-24",NA,NA
"333","2018-07-25",NA,NA
"334","2018-07-26",NA,NA
"335","2018-07-27",NA,NA
"336","2018-07-28",NA,NA
"337","2018-07-29",NA,NA
"338","2018-07-30",NA,NA
"339","2018-07-31",NA,NA
"340","2018-08-01",NA,NA
"341","2018-08-02",NA,NA
"342","2018-08-03",NA,NA
"343","2018-08-04",NA,NA
"344","2018-08-05",NA,NA
"345","2018-08-06",NA,NA
"346","2018-08-07",NA,NA
"347","2018-08-08",NA,NA
"348","2018-08-09",NA,NA
"349","2018-08-10",NA,NA
"350","2018-08-11",NA,NA
"351","2018-08-12",NA,NA
"352","2018-08-13",NA,NA
"353","2018-08-14",NA,NA
"354","2018-08-15",NA,NA
"355","2018-08-16",NA,NA
"356","2018-08-17",NA,NA
"357","2018-08-18",NA,NA
"358","2018-08-19",NA,NA
"359","2018-08-20",NA,NA
"360","2018-08-21",NA,NA
"361","2018-08-22",NA,NA
"362","2018-08-23",NA,NA
"363","2018-08-24",NA,NA
"364","2018-08-25",NA,NA
"365","2018-08-26",NA,NA
"366","2018-08-27",NA,NA
"367","2018-08-28",NA,NA
"368","2018-08-29",NA,NA
"369","2018-08-30",NA,NA
"370","2018-08-31",NA,NA
"371","2018-09-01",NA,NA
"372","2018-09-02",NA,NA
"373","2018-09-03",NA,NA
"374","2018-09-04",NA,NA
"375","2018-09-05",NA,NA
"376","2018-09-06",NA,NA
"377","2018-09-07",NA,NA
"378","2018-09-08",NA,NA
"379","2018-09-09",NA,NA
"380","2018-09-10",NA,NA
"381","2018-09-11",NA,NA
"382","2018-09-12",NA,NA
"383","2018-09-13",NA,NA
"384","2018-09-14",NA,NA
"385","2018-09-15",NA,NA
"386","2018-09-16",NA,NA
"387","2018-09-17",NA,NA
"388","2018-09-18",NA,NA
"389","2018-09-19",NA,NA
"390","2018-09-20",NA,NA
"391","2018-09-21",NA,NA
"392","2018-09-22",NA,NA
"393","2018-09-23",NA,NA
"394","2018-09-24",NA,NA
"395","2018-09-25",NA,NA
"396","2018-09-26",NA,NA
"397","2018-09-27",NA,NA
"398","2018-09-28",NA,NA
"399","2018-09-29",NA,NA
"400","2018-09-30",NA,NA
"401","2018-10-01",NA,NA
"402","2018-10-02",NA,NA
"403","2018-10-03",NA,NA
"404","2018-10-04",NA,NA
"405","2018-10-05",NA,NA
"406","2018-10-06",NA,NA
"407","2018-10-07",NA,NA
"408","2018-10-08",NA,NA
"409","2018-10-09",NA,NA
"410","2018-10-10",NA,NA
"411","2018-10-11",NA,NA
"412","2018-10-12",NA,NA
"413","2018-10-13",NA,NA
"414","2018-10-14",NA,NA
"415","2018-10-15",NA,NA
"416","2018-10-16",NA,NA
"417","2018-10-17",NA,NA
"418","2018-10-18",NA,NA
"419","2018-10-19",NA,NA
"420","2018-10-20",NA,NA
"421","2018-10-21",NA,NA
"422","2018-10-22",NA,NA
"423","2018-10-23",NA,NA
"424","2018-10-24",NA,NA
"425","2018-10-25",NA,NA
"426","2018-10-26",NA,NA
"427","2018-10-27",NA,NA
"428","2018-10-28",NA,NA
"429","2018-10-29",NA,NA
"430","2018-10-30",NA,NA
"431","2018-10-31",NA,NA
"432","2018-11-01",NA,NA
"433","2018-11-02",NA,NA
"434","2018-11-03",NA,NA
"435","2018-11-04",NA,NA
"436","2018-11-05",NA,NA
"437","2018-11-06",NA,NA
"438","2018-11-07",NA,NA
"439","2018-11-08",NA,NA
"440","2018-11-09",NA,NA
"441","2018-11-10",NA,NA
"442","2018-11-11",NA,NA
"443","2018-11-12",NA,NA
"444","2018-11-13",NA,NA
"445","2018-11-14",NA,NA
"446","2018-11-15",NA,NA
"447","2018-11-16",NA,NA
"448","2018-11-17",NA,NA
"449","2018-11-18",NA,NA
"450","2018-11-19",NA,NA
"451","2018-11-20",NA,NA
"452","2018-11-21",NA,NA
"453","2018-11-22",NA,NA
"454","2018-11-23",NA,NA
"455","2018-11-24",NA,NA
"456","2018-11-25",NA,NA
"457","2018-11-26",NA,NA
"458","2018-11-27",NA,NA
"459","2018-11-28",NA,NA
"460","2018-11-29",NA,NA
"461","2018-11-30",NA,NA
"462","2018-12-01",NA,NA
"463","2018-12-02",NA,NA
"464","2018-12-03",NA,NA
"465","2018-12-04",NA,NA
"466","2018-12-05",NA,NA
"467","2018-12-06",NA,NA
"468","2018-12-07",NA,NA
"469","2018-12-08",NA,NA
"470","2018-12-09",NA,NA
"471","2018-12-10",NA,NA
"472","2018-12-11",NA,NA
"473","2018-12-12",NA,NA
"474","2018-12-13",NA,NA
"475","2018-12-14",NA,NA
"476","2018-12-15",NA,NA
"477","2018-12-16",NA,NA
"478","2018-12-17",NA,NA
"479","2018-12-18",NA,NA
"480","2018-12-19",NA,NA
"481","2018-12-20",NA,NA
"482","2018-12-21",NA,NA
"483","2018-12-22",NA,NA
"484","2018-12-23",NA,NA
"485","2018-12-24",NA,NA
"486","2018-12-25",NA,NA
"487","2018-12-26",NA,NA
"488","2018-12-27",NA,NA
"489","2018-12-28",NA,NA
"490","2018-12-29",NA,NA
"491","2018-12-30",NA,NA
"492","2018-12-31",NA,NA
"493","2019-01-01",NA,NA
"494","2019-01-02",NA,NA
"495","2019-01-03",NA,NA
"496","2019-01-04",NA,NA
"497","2019-01-05",NA,NA
"498","2019-01-06",NA,NA
"499","2019-01-07",NA,NA
"500","2019-01-08",NA,NA
"501","2019-01-09",NA,NA
"502","2019-01-10",NA,NA
"503","2019-01-11",NA,NA
"504","2019-01-12",NA,NA
"505","2019-01-13",NA,NA
"506","2019-01-14",NA,NA
"507","2019-01-15",NA,NA
"508","2019-01-16",NA,NA
"509","2019-01-17",NA,NA
"510","2019-01-18",NA,473799.3296
"511","2019-01-19",NA,473176.825
"512","2019-01-20",NA,474245.909
"513","2019-01-21",NA,477622.3197
"514","2019-01-22",NA,475984.862
"515","2019-01-23",NA,473305.3857
"516","2019-01-24",NA,472236.3018
"517","2019-01-25",NA,476323.1797
"518","2019-01-26",NA,476729.1609
"519","2019-01-27",NA,476255.5161
"520","2019-01-28",NA,478745.5345
"521","2019-01-29",NA,477588.4879
"522","2019-01-30",NA,477818.544
"523","2019-01-31",NA,463697.1628
"524","2019-02-01",NA,NA
"525","2019-02-02",NA,NA
"526","2019-02-03",NA,NA
"527","2019-02-04",NA,NA
"528","2019-02-05",NA,NA
"529","2019-02-06",NA,461789.0509
"530","2019-02-07",NA,NA
"531","2019-02-08",NA,NA
"532","2019-02-09",NA,479631.9269
"533","2019-02-10",NA,NA
"534","2019-02-11",NA,476181.0863
"535","2019-02-12",NA,NA
"536","2019-02-13",NA,474482.7314
"537","2019-02-14",NA,469428.2648
"538","2019-02-15",NA,467303.6296
"539","2019-02-16",NA,NA
"540","2019-02-17",NA,NA
"541","2019-02-18",NA,NA
"542","2019-02-19",NA,489307.8133
"543","2019-02-20",NA,NA
"544","2019-02-21",NA,NA
"545","2019-02-22",NA,NA
"546","2019-02-23",NA,NA
"547","2019-02-24",NA,NA
"548","2019-02-25",NA,NA
"549","2019-02-26",NA,NA
"550","2019-02-27",NA,NA
"551","2019-02-28",NA,NA
"552","2019-03-01",NA,NA
"553","2019-03-02",NA,NA
"554","2019-03-03",NA,NA
"555","2019-03-04",NA,NA
"556","2019-03-05",NA,NA
"557","2019-03-06",NA,NA
"558","2019-03-07",NA,NA
"559","2019-03-08",NA,NA
"560","2019-03-09",NA,NA
"561","2019-03-10",NA,NA
"562","2019-03-11",NA,NA
"563","2019-03-12",NA,NA
"564","2019-03-13",NA,NA
"565","2019-03-14",NA,NA
"566","2019-03-15",NA,NA
"567","2019-03-16",NA,NA
"568","2019-03-17",NA,NA
"569","2019-03-18",NA,NA
"570","2019-03-19",NA,NA
"571","2019-03-20",NA,NA
"572","2019-03-21",NA,NA
"573","2019-03-22",NA,NA
"574","2019-03-23",NA,NA
"575","2019-03-24",NA,NA
"576","2019-03-25",NA,NA
"577","2019-03-26",NA,NA
"578","2019-03-27",NA,NA
"579","2019-03-28",NA,NA
"580","2019-03-29",NA,470084.6011
"581","2019-03-30",NA,469604.19
"582","2019-03-31",NA,468981.6854
"583","2019-04-01",NA,NA
"584","2019-04-02",NA,NA
"585","2019-04-03",NA,NA
"586","2019-04-04",NA,NA
"587","2019-04-05",NA,NA
"588","2019-04-06",NA,473542.2081
"589","2019-04-07",NA,473393.3483
"590","2019-04-08",NA,NA
"591","2019-04-09",NA,NA
"592","2019-04-10",NA,NA
"593","2019-04-11",NA,NA
"594","2019-04-12",NA,NA
"595","2019-04-13",NA,NA
"596","2019-04-14",NA,NA
"597","2019-04-15",NA,NA
"598","2019-04-16",NA,NA
"599","2019-04-17",NA,NA
"600","2019-04-18",NA,NA
"601","2019-04-19",NA,NA
"602","2019-04-20",NA,NA
"603","2019-04-21",NA,NA
"604","2019-04-22",NA,NA
"605","2019-04-23",NA,NA
"606","2019-04-24",NA,NA
"607","2019-04-25",NA,NA
"608","2019-04-26",NA,NA
"609","2019-04-27",NA,NA
"610","2019-04-28",NA,NA
"611","2019-04-29",NA,NA
"612","2019-04-30",NA,NA
"613","2019-05-01",NA,NA
"614","2019-05-02",NA,NA
"615","2019-05-03",NA,NA
"616","2019-05-04",NA,NA
"617","2019-05-05",NA,NA
"618","2019-05-06",NA,NA
"619","2019-05-07",NA,NA
"620","2019-05-08",NA,NA
"621","2019-05-09",NA,NA
"622","2019-05-10",NA,NA
"623","2019-05-11",NA,NA
"624","2019-05-12",NA,NA
"625","2019-05-13",NA,NA
"626","2019-05-14",NA,NA
"627","2019-05-15",NA,NA
"628","2019-05-16",NA,NA
"629","2019-05-17",NA,NA
"630","2019-05-18",NA,NA
"631","2019-05-19",NA,NA
"632","2019-05-20",NA,NA
"633","2019-05-21",NA,NA
"634","2019-05-22",NA,NA
"635","2019-05-23",NA,NA
"636","2019-05-24",NA,NA
"637","2019-05-25",NA,NA
"638","2019-05-26",NA,NA
"639","2019-05-27",NA,NA
"640","2019-05-28",NA,NA
"641","2019-05-29",NA,NA
"642","2019-05-30",NA,NA
"643","2019-05-31",NA,NA
"644","2019-06-01",NA,NA
"645","2019-06-02",NA,NA
"646","2019-06-03",NA,NA
"647","2019-06-04",NA,NA
"648","2019-06-05",NA,NA
"649","2019-06-06",NA,NA
"650","2019-06-07",NA,NA
"651","2019-06-08",NA,NA
"652","2019-06-09",NA,NA
"653","2019-06-10",NA,NA
"654","2019-06-11",NA,NA
"655","2019-06-12",NA,NA
"656","2019-06-13",NA,NA
"657","2019-06-14",NA,NA
"658","2019-06-15",NA,NA
"659","2019-06-16",NA,NA
"660","2019-06-17",NA,NA
"661","2019-06-18",NA,NA
"662","2019-06-19",NA,NA
"663","2019-06-20",NA,NA
"664","2019-06-21",NA,NA
"665","2019-06-22",NA,NA
"666","2019-06-23",NA,NA
"667","2019-06-24",NA,NA
"668","2019-06-25",NA,NA
"669","2019-06-26",NA,NA
"670","2019-06-27",NA,NA
"671","2019-06-28",NA,NA
"672","2019-06-29",NA,NA
"673","2019-06-30",NA,NA
"674","2019-07-01",NA,NA
"675","2019-07-02",NA,NA
"676","2019-07-03",NA,NA
"677","2019-07-04",NA,NA
"678","2019-07-05",NA,NA
"679","2019-07-06",NA,NA
"680","2019-07-07",NA,NA
"681","2019-07-08",NA,NA
"682","2019-07-09",NA,NA
"683","2019-07-10",NA,NA
"684","2019-07-11",NA,NA
"685","2019-07-12",NA,NA
"686","2019-07-13",NA,NA
"687","2019-07-14",NA,NA
"688","2019-07-15",NA,NA
"689","2019-07-16",NA,NA
"690","2019-07-17",NA,NA
"691","2019-07-18",NA,469908.6759
"692","2019-07-19",NA,469583.8909
"693","2019-07-20",NA,469096.7134
"694","2019-07-21",NA,468711.0313
"695","2019-07-22",NA,468406.5453
"696","2019-07-23",NA,468007.3304
"697","2019-07-24",NA,467750.209
"698","2019-07-25",NA,468426.8444
"699","2019-07-26",NA,468223.8538
"700","2019-07-27",NA,468007.3304
"701","2019-07-28",NA,467655.48
"702","2019-07-29",NA,467080.3399
"703","2019-07-30",NA,466748.7885
"704","2019-07-31",NA,466322.5082
"705","2019-08-01",NA,465706.77
"706","2019-08-02",NA,465706.77
"707","2019-08-03",NA,465273.7233
"708","2019-08-04",NA,464928.6393
"709","2019-08-05",NA,464407.63
"710","2019-08-06",NA,464204.6394
"711","2019-08-07",NA,464488.8263
"712","2019-08-08",NA,464685.0505
"713","2019-08-09",NA,464279.0693
"714","2019-08-10",NA,463758.06
"715","2019-08-11",NA,463182.9199
"716","2019-08-12",NA,463108.49
"717","2019-08-13",NA,462959.6302
"718","2019-08-14",NA,462458.92
"719","2019-08-15",NA,NA
"720","2019-08-16",NA,462370.9574
"721","2019-08-17",NA,463318.247
"722","2019-08-18",NA,463758.06
"723","2019-08-19",NA,463758.06
"724","2019-08-20",NA,463758.06
"725","2019-08-21",NA,463453.5741
"726","2019-08-22",NA,463297.9479
"727","2019-08-23",NA,463108.49
"728","2019-08-24",NA,462485.9854
"729","2019-08-25",NA,462255.9294
"730","2019-08-26",NA,462438.6209
"731","2019-08-27",NA,462513.0508
"732","2019-08-28",NA,462350.6583
"733","2019-08-29",NA,461809.35
"734","2019-08-30",NA,461599.593
"735","2019-08-31",NA,462939.3311
"736","2019-09-01",NA,462540.1163
"737","2019-09-02",NA,462783.705
"738","2019-09-03",NA,462655.1443
"739","2019-09-04",NA,463243.8171
"740","2019-09-05",NA,463609.2002
"741","2019-09-06",NA,463108.49
"742","2019-09-07",NA,462628.0789
"743","2019-09-08",NA,462323.5929
"744","2019-09-09",NA,461809.35
"745","2019-09-10",NA,461281.5744
"746","2019-09-11",NA,460936.4903
"747","2019-09-12",NA,460462.8455
"748","2019-09-13",NA,459860.64
"749","2019-09-14",NA,459434.3597
"750","2019-09-15",NA,459190.7709
"751","2019-09-16",NA,458561.5
"752","2019-09-17",NA,458311.1449
"753","2019-09-18",NA,457830.7338
"754","2019-09-19",NA,457262.36
"755","2019-09-20",NA,456734.5844
"756","2019-09-21",NA,456396.2667
"757","2019-09-22",NA,455854.9583
"758","2019-09-23",NA,455313.65
"759","2019-09-24",NA,454806.1734
"760","2019-09-25",NA,454535.5193
"761","2019-09-26",NA,454014.51
"762","2019-09-27",NA,453710.0241
"763","2019-09-28",NA,453364.94
"764","2019-09-29",NA,452755.9681
"765","2019-09-30",NA,452586.8093
"766","2019-10-01",NA,452065.8
"767","2019-10-02",NA,451680.1178
"768","2019-10-03",NA,451362.0992
"769","2019-10-04",NA,450766.66
"770","2019-10-05",NA,450529.8376
"771","2019-10-06",NA,450117.09
"772","2019-10-07",NA,NA
"773","2019-10-08",NA,NA
"774","2019-10-09",NA,NA
"775","2019-10-10",NA,NA
"776","2019-10-11",NA,NA
"777","2019-10-12",NA,NA
"778","2019-10-13",NA,NA
"779","2019-10-14",NA,NA
"780","2019-10-15",NA,NA
"781","2019-10-16",NA,NA
"782","2019-10-17",NA,NA
"783","2019-10-18",NA,NA
"784","2019-10-19",NA,NA
"785","2019-10-20",NA,NA
"786","2019-10-21",NA,NA
"787","2019-10-22",NA,NA
"788","2019-10-23",NA,447620.3053
"789","2019-10-24",NA,447045.1652
"790","2019-10-25",NA,446862.4736
"791","2019-10-26",NA,446307.6326
"792","2019-10-27",NA,446551.2214
"793","2019-10-28",NA,446219.67
"794","2019-10-29",NA,446219.67
"795","2019-10-30",NA,445698.6607
"796","2019-10-31",NA,445570.1
"797","2019-11-01",NA,445123.5206
"798","2019-11-02",NA,444487.4833
"799","2019-11-03",NA,444040.904
"800","2019-11-04",NA,443621.39
"801","2019-11-05",NA,443276.3059
"802","2019-11-06",NA,442971.82
"803","2019-11-07",NA,442924.4555
"804","2019-11-08",NA,442322.25
"805","2019-11-09",NA,442518.4743
"806","2019-11-10",NA,442261.3528
"807","2019-11-11",NA,441672.68
"808","2019-11-12",NA,441665.9136
"809","2019-11-13",NA,441063.7081
"810","2019-11-14",NA,440414.1381
"811","2019-11-15",NA,441449.3903
"812","2019-11-16",NA,442322.25
"813","2019-11-17",NA,441895.9697
