Longitude,Latitude,Depth,ASL
-82.019194,29.687064,-0.50,27.881
-82.019189,29.687078,-0.50,27.881
-82.019185,29.687092,-0.50,27.881
-82.019173,29.687121,-0.50,27.881
-82.019168,29.687134,-0.50,27.881
-82.019162,29.687148,-0.50,27.881
-82.019156,29.687163,-0.50,27.881
-82.019150,29.687177,-0.50,27.881
-82.019146,29.687190,-0.50,27.881
-82.019144,29.687205,-0.50,27.881
-82.019142,29.687219,-0.50,27.881
-82.019140,29.687232,-0.50,27.881
-82.019138,29.687246,-0.50,27.881
-82.019135,29.687259,-0.50,27.881
-82.019133,29.687273,-0.50,27.881
-82.019130,29.687288,-0.50,27.881
-82.019127,29.687301,-0.50,27.881
-82.019122,29.687314,-0.50,27.881
-82.019116,29.687327,-0.50,27.881
-82.019108,29.687339,-0.50,27.881
-82.019103,29.687352,-0.50,27.881
-82.019098,29.687363,-0.50,27.881
-82.019093,29.687374,-0.50,27.881
-82.019088,29.687386,-0.50,27.881
-82.019082,29.687399,-0.50,27.881
-82.019076,29.687412,-0.50,27.881
-82.019071,29.687424,-0.50,27.881
-82.019067,29.687437,-0.50,27.881
-82.019060,29.687451,-0.50,27.881
-82.019055,29.687466,-0.50,27.881
-82.019050,29.687482,-0.50,27.881
-82.019045,29.687495,-0.50,27.881
-82.019040,29.687510,-0.50,27.881
-82.019033,29.687520,-0.50,27.881
-82.019028,29.687534,-0.50,27.881
-82.019022,29.687549,-0.50,27.881
-82.019018,29.687562,-0.50,27.881
-82.019014,29.687576,-0.50,27.881
-82.019009,29.687589,-0.50,27.881
-82.018996,29.687619,-0.50,27.881
-82.018989,29.687632,-0.50,27.881
-82.018983,29.687643,-0.50,27.881
-82.018977,29.687655,-0.50,27.881
-82.018971,29.687668,-0.50,27.881
-82.018965,29.687679,-0.50,27.881
-82.018959,29.687692,-0.50,27.881
-82.018953,29.687705,-0.50,27.881
-82.018947,29.687717,-0.50,27.881
-82.018941,29.687732,-0.50,27.881
-82.018935,29.687746,-0.50,27.881
-82.018930,29.687759,-0.50,27.881
-82.018925,29.687774,-0.50,27.881
-82.018921,29.687787,-0.50,27.881
-82.018919,29.687801,-0.50,27.881
-82.018916,29.687815,-0.50,27.881
-82.018913,29.687828,-0.50,27.881
-82.018911,29.687840,-0.50,27.881
-82.018908,29.687852,-0.50,27.881
-82.018906,29.687865,-0.50,27.881
-82.018903,29.687880,-0.50,27.881
-82.018898,29.687894,-0.50,27.881
-82.018894,29.687907,-0.50,27.881
-82.018886,29.687932,-0.50,27.881
-82.018882,29.687945,-0.50,27.881
-82.018875,29.687972,-0.50,27.881
-82.018871,29.687986,-0.50,27.881
-82.018868,29.688001,-0.50,27.881
-82.018866,29.688014,-0.50,27.881
-82.018863,29.688029,-0.50,27.881
-82.018861,29.688043,-0.50,27.881
-82.018858,29.688056,-0.50,27.881
-82.018855,29.688070,-0.50,27.881
-82.018853,29.688084,-0.50,27.881
-82.018850,29.688096,-0.50,27.881
-82.018849,29.688109,-0.50,27.881
-82.018848,29.688121,-0.50,27.881
-82.018848,29.688132,-0.50,27.881
-82.018847,29.688142,-0.50,27.881
-82.018846,29.688158,-0.50,27.881
-82.018845,29.688173,-0.50,27.881
-82.018844,29.688188,-0.50,27.881
-82.018843,29.688203,-0.50,27.881
-82.018843,29.688214,-0.50,27.881
-82.018842,29.688228,-0.50,27.881
-82.018839,29.688242,-0.50,27.881
-82.018835,29.688254,-0.50,27.881
-82.018830,29.688265,-0.50,27.881
-82.018825,29.688279,-0.50,27.881
-82.018816,29.688303,-0.50,27.881
-82.018810,29.688314,-0.50,27.881
-82.018804,29.688326,-0.50,27.881
-82.018800,29.688340,-0.50,27.881
-82.018796,29.688355,-0.50,27.881
-82.018798,29.688367,-0.50,27.881
-82.018799,29.688377,-0.50,27.881
-82.018801,29.688389,-0.50,27.881
-82.018802,29.688404,-0.50,27.881
-82.018803,29.688420,-0.50,27.881
-82.018805,29.688436,-0.50,27.881
-82.018803,29.688453,-0.50,27.881
-82.018800,29.688465,-0.50,27.881
-82.018797,29.688474,-0.50,27.881
-82.018794,29.688484,-0.50,27.881
-82.018792,29.688496,-0.50,27.881
-82.018789,29.688510,-0.50,27.881
-82.018786,29.688525,-0.50,27.881
-82.018783,29.688538,-0.50,27.881
-82.018780,29.688553,-0.50,27.881
-82.018778,29.688566,-0.50,27.881
-82.018776,29.688578,-0.50,27.881
-82.018775,29.688588,-0.50,27.881
-82.018773,29.688600,-0.50,27.881
-82.018772,29.688613,-0.50,27.881
-82.018771,29.688627,-0.50,27.881
-82.018769,29.688639,-0.50,27.881
-82.019470,29.685958,-0.50,27.881
-82.019467,29.685960,-0.50,27.881
-82.019464,29.685963,-0.50,27.881
-82.019462,29.685965,-0.50,27.881
-82.019459,29.685968,-0.50,27.881
-82.019455,29.685972,-0.50,27.881
-82.019452,29.685977,-0.50,27.881
-82.019447,29.685983,-0.50,27.881
-82.019439,29.685988,-0.50,27.881
-82.019439,29.685996,-0.50,27.881
-82.019447,29.686005,-0.50,27.881
-82.019453,29.686009,-0.50,27.881
-82.019456,29.686013,-0.50,27.881
-82.019458,29.686020,-0.50,27.881
-82.019461,29.686029,-0.50,27.881
-82.019472,29.686036,-0.50,27.881
-82.019482,29.686043,-0.50,27.881
-82.019492,29.686049,-0.50,27.881
-82.019518,29.686065,-0.50,27.881
-82.019534,29.686072,-0.50,27.881
-82.019547,29.686077,-0.50,27.881
-82.019558,29.686081,-0.50,27.881
-82.019567,29.686084,-0.50,27.881
-82.019576,29.686084,-0.50,27.881
-82.019584,29.686084,-0.50,27.881
-82.019587,29.686084,-0.50,27.881
-82.019587,29.686084,-0.50,27.881
-82.020216,29.686617,-0.60,27.781
-82.017527,29.685448,-0.70,27.681
-82.017569,29.685426,-0.70,27.681
-82.017801,29.685320,-0.70,27.681
-82.020212,29.686604,-0.70,27.681
-82.020209,29.686606,-0.70,27.681
-82.020206,29.686608,-0.70,27.681
-82.020202,29.686620,-0.70,27.681
-82.020200,29.686625,-0.70,27.681
-82.020198,29.686629,-0.70,27.681
-82.020192,29.686629,-0.70,27.681
-82.020202,29.686623,-0.70,27.681
-82.020209,29.686610,-0.70,27.681
-82.020212,29.686614,-0.70,27.681
-82.020215,29.686617,-0.70,27.681
-82.017541,29.685442,-0.80,27.581
-82.017548,29.685440,-0.80,27.581
-82.017553,29.685435,-0.80,27.581
-82.017560,29.685430,-0.80,27.581
-82.017581,29.685422,-0.80,27.581
-82.017592,29.685419,-0.80,27.581
-82.017605,29.685415,-0.80,27.581
-82.017616,29.685412,-0.80,27.581
-82.017627,29.685409,-0.80,27.581
-82.017639,29.685411,-0.80,27.581
-82.017779,29.685348,-0.80,27.581
-82.017786,29.685333,-0.80,27.581
-82.017816,29.685313,-0.80,27.581
-82.017835,29.685309,-0.80,27.581
-82.018084,29.685097,-0.80,27.581
-82.019264,29.685040,-0.80,27.581
-82.019289,29.685048,-0.80,27.581
-82.019314,29.685058,-0.80,27.581
-82.019361,29.685077,-0.80,27.581
-82.019386,29.685086,-0.80,27.581
-82.019410,29.685095,-0.80,27.581
-82.019433,29.685105,-0.80,27.581
-82.019459,29.685111,-0.80,27.581
-82.019482,29.685107,-0.80,27.581
-82.019505,29.685104,-0.80,27.581
-82.019549,29.685096,-0.80,27.581
-82.019571,29.685092,-0.80,27.581
-82.019621,29.685082,-0.80,27.581
-82.019671,29.685070,-0.80,27.581
-82.019699,29.685064,-0.80,27.581
-82.015826,29.686022,-0.80,27.581
-82.015876,29.686003,-0.80,27.581
-82.015904,29.685997,-0.80,27.581
-82.015956,29.685984,-0.80,27.581
-82.020216,29.686601,-0.80,27.581
-82.020204,29.686612,-0.80,27.581
-82.020195,29.686633,-0.80,27.581
-82.020189,29.686626,-0.80,27.581
-82.020184,29.686616,-0.80,27.581
-82.020180,29.686604,-0.80,27.581
-82.020238,29.686417,-0.80,27.581
-82.020271,29.686388,-0.80,27.581
-82.020282,29.686372,-0.80,27.581
-82.020292,29.686354,-0.80,27.581
-82.020295,29.686334,-0.80,27.581
-82.015518,29.686201,-0.80,27.581
-82.020426,29.686992,-0.80,27.581
-82.020413,29.686976,-0.80,27.581
-82.020398,29.686961,-0.80,27.581
-82.020378,29.686949,-0.80,27.581
-82.020189,29.686666,-0.80,27.581
-82.020193,29.686649,-0.80,27.581
-82.020198,29.686634,-0.80,27.581
-82.020207,29.686614,-0.80,27.581
-82.015301,29.689287,-0.80,27.581
-82.020922,29.687534,-0.80,27.581
-82.020948,29.687511,-0.80,27.581
-82.020293,29.686372,-0.80,27.581
-82.020280,29.686413,-0.80,27.581
-82.020270,29.686425,-0.80,27.581
-82.017287,29.685543,-0.80,27.581
-82.017281,29.685544,-0.80,27.581
-82.017276,29.685545,-0.80,27.581
-82.017271,29.685545,-0.80,27.581
-82.017266,29.685546,-0.80,27.581
-82.017261,29.685547,-0.80,27.581
-82.017256,29.685547,-0.80,27.581
-82.017250,29.685548,-0.80,27.581
-82.017245,29.685549,-0.80,27.581
-82.017243,29.685549,-0.80,27.581
-82.017246,29.685550,-0.80,27.581
-82.017248,29.685553,-0.80,27.581
-82.017252,29.685546,-0.80,27.581
-82.017275,29.685537,-0.80,27.581
-82.017309,29.685528,-0.80,27.581
-82.017320,29.685520,-0.80,27.581
-82.017336,29.685521,-0.80,27.581
-82.016472,29.690439,-0.80,27.581
-82.015878,29.686021,-0.80,27.581
-82.015892,29.686015,-0.80,27.581
-82.015906,29.686009,-0.80,27.581
-82.015922,29.686004,-0.80,27.581
-82.017523,29.685458,-0.90,27.481
-82.017525,29.685452,-0.90,27.481
-82.017656,29.685413,-0.90,27.481
-82.017673,29.685415,-0.90,27.481
-82.017774,29.685364,-0.90,27.481
-82.017853,29.685309,-0.90,27.481
-82.018049,29.685157,-0.90,27.481
-82.018067,29.685128,-0.90,27.481
-82.018074,29.685115,-0.90,27.481
-82.018099,29.685085,-0.90,27.481
-82.018132,29.685073,-0.90,27.481
-82.019189,29.685019,-0.90,27.481
-82.019239,29.685033,-0.90,27.481
-82.019336,29.685068,-0.90,27.481
-82.019646,29.685076,-0.90,27.481
-82.019723,29.685058,-0.90,27.481
-82.019749,29.685051,-0.90,27.481
-82.015571,29.686186,-0.90,27.481
-82.015555,29.686200,-0.90,27.481
-82.015554,29.686200,-0.90,27.481
-82.015561,29.686196,-0.90,27.481
-82.015554,29.686194,-0.90,27.481
-82.015559,29.686188,-0.90,27.481
-82.015565,29.686173,-0.90,27.481
-82.015770,29.686038,-0.90,27.481
-82.015797,29.686030,-0.90,27.481
-82.015851,29.686013,-0.90,27.481
-82.015928,29.685991,-0.90,27.481
-82.016947,29.685605,-0.90,27.481
-82.016972,29.685598,-0.90,27.481
-82.016997,29.685593,-0.90,27.481
-82.017025,29.685587,-0.90,27.481
-82.017049,29.685580,-0.90,27.481
-82.017077,29.685573,-0.90,27.481
-82.017103,29.685568,-0.90,27.481
-82.017159,29.685561,-0.90,27.481
-82.017187,29.685558,-0.90,27.481
-82.020172,29.686589,-0.90,27.481
-82.020158,29.686578,-0.90,27.481
-82.015459,29.686349,-0.90,27.481
-82.020213,29.686426,-0.90,27.481
-82.015541,29.686217,-0.90,27.481
-82.015530,29.686209,-0.90,27.481
-82.015524,29.686202,-0.90,27.481
-82.015520,29.686201,-0.90,27.481
-82.015518,29.686201,-0.90,27.481
-82.015518,29.686201,-0.90,27.481
-82.015518,29.686201,-0.90,27.481
-82.014893,29.687035,-0.90,27.481
-82.020437,29.687030,-0.90,27.481
-82.020433,29.687010,-0.90,27.481
-82.020357,29.686938,-0.90,27.481
-82.020334,29.686928,-0.90,27.481
-82.020182,29.686685,-0.90,27.481
-82.015288,29.689286,-0.90,27.481
-82.015333,29.689312,-0.90,27.481
-82.015313,29.689300,-0.90,27.481
-82.015306,29.689294,-0.90,27.481
-82.015300,29.689282,-0.90,27.481
-82.015298,29.689277,-0.90,27.481
-82.015296,29.689272,-0.90,27.481
-82.015293,29.689263,-0.90,27.481
-82.015295,29.689259,-0.90,27.481
-82.015297,29.689256,-0.90,27.481
-82.015298,29.689253,-0.90,27.481
-82.015300,29.689255,-0.90,27.481
-82.015308,29.689270,-0.90,27.481
-82.015309,29.689277,-0.90,27.481
-82.015310,29.689284,-0.90,27.481
-82.015311,29.689293,-0.90,27.481
-82.015315,29.689302,-0.90,27.481
-82.015312,29.689300,-0.90,27.481
-82.015308,29.689299,-0.90,27.481
-82.015305,29.689297,-0.90,27.481
-82.015302,29.689296,-0.90,27.481
-82.015301,29.689295,-0.90,27.481
-82.015300,29.689293,-0.90,27.481
-82.015298,29.689292,-0.90,27.481
-82.015297,29.689290,-0.90,27.481
-82.015296,29.689288,-0.90,27.481
-82.015294,29.689286,-0.90,27.481
-82.015293,29.689284,-0.90,27.481
-82.015292,29.689279,-0.90,27.481
-82.015291,29.689275,-0.90,27.481
-82.015290,29.689271,-0.90,27.481
-82.015289,29.689268,-0.90,27.481
-82.015287,29.689265,-0.90,27.481
-82.015286,29.689263,-0.90,27.481
-82.015285,29.689261,-0.90,27.481
-82.015284,29.689260,-0.90,27.481
-82.015286,29.689258,-0.90,27.481
-82.015289,29.689257,-0.90,27.481
-82.015291,29.689255,-0.90,27.481
-82.015293,29.689254,-0.90,27.481
-82.015295,29.689253,-0.90,27.481
-82.015298,29.689249,-0.90,27.481
-82.020952,29.687524,-0.90,27.481
-82.020950,29.687517,-0.90,27.481
-82.020945,29.687506,-0.90,27.481
-82.020942,29.687502,-0.90,27.481
-82.020936,29.687494,-0.90,27.481
-82.020935,29.687498,-0.90,27.481
-82.020942,29.687503,-0.90,27.481
-82.020950,29.687509,-0.90,27.481
-82.020958,29.687516,-0.90,27.481
-82.020968,29.687524,-0.90,27.481
-82.020975,29.687534,-0.90,27.481
-82.020979,29.687545,-0.90,27.481
-82.020977,29.687558,-0.90,27.481
-82.020297,29.686346,-0.90,27.481
-82.020296,29.686358,-0.90,27.481
-82.020289,29.686385,-0.90,27.481
-82.020285,29.686398,-0.90,27.481
-82.020259,29.686436,-0.90,27.481
-82.020195,29.686619,-0.90,27.481
-82.020200,29.686630,-0.90,27.481
-82.020205,29.686641,-0.90,27.481
-82.020206,29.686655,-0.90,27.481
-82.020204,29.686669,-0.90,27.481
-82.020202,29.686684,-0.90,27.481
-82.020199,29.686713,-0.90,27.481
-82.020198,29.686728,-0.90,27.481
-82.020406,29.686981,-0.90,27.481
-82.020416,29.686988,-0.90,27.481
-82.020423,29.686997,-0.90,27.481
-82.020428,29.687005,-0.90,27.481
-82.019595,29.685180,-0.90,27.481
-82.019610,29.685173,-0.90,27.481
-82.019626,29.685168,-0.90,27.481
-82.019642,29.685168,-0.90,27.481
-82.019681,29.685174,-0.90,27.481
-82.017325,29.685544,-0.90,27.481
-82.017326,29.685548,-0.90,27.481
-82.017313,29.685550,-0.90,27.481
-82.017309,29.685548,-0.90,27.481
-82.017305,29.685546,-0.90,27.481
-82.017302,29.685545,-0.90,27.481
-82.017299,29.685544,-0.90,27.481
-82.017295,29.685543,-0.90,27.481
-82.017291,29.685543,-0.90,27.481
-82.017250,29.685559,-0.90,27.481
-82.017257,29.685562,-0.90,27.481
-82.017255,29.685566,-0.90,27.481
-82.017253,29.685559,-0.90,27.481
-82.017258,29.685562,-0.90,27.481
-82.017255,29.685563,-0.90,27.481
-82.017251,29.685563,-0.90,27.481
-82.017250,29.685564,-0.90,27.481
-82.017247,29.685565,-0.90,27.481
-82.017246,29.685565,-0.90,27.481
-82.017245,29.685566,-0.90,27.481
-82.017236,29.685554,-0.90,27.481
-82.017238,29.685551,-0.90,27.481
-82.017240,29.685550,-0.90,27.481
-82.017241,29.685549,-0.90,27.481
-82.017244,29.685548,-0.90,27.481
-82.017248,29.685547,-0.90,27.481
-82.017257,29.685545,-0.90,27.481
-82.017263,29.685544,-0.90,27.481
-82.017269,29.685544,-0.90,27.481
-82.017271,29.685543,-0.90,27.481
-82.017273,29.685542,-0.90,27.481
-82.017274,29.685541,-0.90,27.481
-82.017276,29.685540,-0.90,27.481
-82.017278,29.685539,-0.90,27.481
-82.017274,29.685539,-0.90,27.481
-82.017271,29.685538,-0.90,27.481
-82.017281,29.685536,-0.90,27.481
-82.017290,29.685535,-0.90,27.481
-82.017299,29.685534,-0.90,27.481
-82.017352,29.685522,-0.90,27.481
-82.017367,29.685524,-0.90,27.481
-82.014677,29.687966,-0.90,27.481
-82.014681,29.687955,-0.90,27.481
-82.014689,29.687929,-0.90,27.481
-82.014700,29.687904,-0.90,27.481
-82.015831,29.686062,-0.90,27.481
-82.015840,29.686048,-0.90,27.481
-82.015852,29.686036,-0.90,27.481
-82.015866,29.686028,-0.90,27.481
-82.015938,29.685999,-0.90,27.481
-82.015955,29.685999,-0.90,27.481
-82.015971,29.686002,-0.90,27.481
-82.014692,29.688440,-0.90,27.481
-82.014703,29.688445,-0.90,27.481
-82.014702,29.688438,-0.90,27.481
-82.014708,29.688448,-0.90,27.481
-82.014705,29.688445,-0.90,27.481
-82.014708,29.688445,-0.90,27.481
-82.017787,29.685424,-1.00,27.381
-82.017555,29.685469,-1.00,27.381
-82.017522,29.685464,-1.00,27.381
-82.017692,29.685417,-1.00,27.381
-82.017766,29.685376,-1.00,27.381
-82.017873,29.685311,-1.00,27.381
-82.019667,29.685186,-1.00,27.381
-82.019639,29.685184,-1.00,27.381
-82.019614,29.685183,-1.00,27.381
-82.019585,29.685181,-1.00,27.381
-82.019557,29.685179,-1.00,27.381
-82.019529,29.685178,-1.00,27.381
-82.019504,29.685176,-1.00,27.381
-82.019477,29.685174,-1.00,27.381
-82.019449,29.685172,-1.00,27.381
-82.018043,29.685174,-1.00,27.381
-82.018046,29.685165,-1.00,27.381
-82.018053,29.685152,-1.00,27.381
-82.018060,29.685147,-1.00,27.381
-82.018064,29.685141,-1.00,27.381
-82.018115,29.685078,-1.00,27.381
-82.018154,29.685068,-1.00,27.381
-82.018179,29.685062,-1.00,27.381
-82.019136,29.685001,-1.00,27.381
-82.019161,29.685011,-1.00,27.381
-82.019214,29.685025,-1.00,27.381
-82.019596,29.685088,-1.00,27.381
-82.019774,29.685049,-1.00,27.381
-82.019799,29.685051,-1.00,27.381
-82.020144,29.685058,-1.00,27.381
-82.020147,29.685052,-1.00,27.381
-82.020141,29.685047,-1.00,27.381
-82.020139,29.685043,-1.00,27.381
-82.020136,29.685037,-1.00,27.381
-82.020135,29.685033,-1.00,27.381
-82.020135,29.685033,-1.00,27.381
-82.015566,29.686180,-1.00,27.381
-82.015561,29.686186,-1.00,27.381
-82.015559,29.686190,-1.00,27.381
-82.015557,29.686195,-1.00,27.381
-82.015558,29.686198,-1.00,27.381
-82.015571,29.686154,-1.00,27.381
-82.015579,29.686133,-1.00,27.381
-82.015745,29.686045,-1.00,27.381
-82.016033,29.685959,-1.00,27.381
-82.016059,29.685950,-1.00,27.381
-82.016087,29.685943,-1.00,27.381
-82.016112,29.685936,-1.00,27.381
-82.019879,29.686080,-1.00,27.381
-82.016881,29.685634,-1.00,27.381
-82.016902,29.685624,-1.00,27.381
-82.016923,29.685614,-1.00,27.381
-82.017131,29.685564,-1.00,27.381
-82.017215,29.685556,-1.00,27.381
-82.017243,29.685554,-1.00,27.381
-82.017271,29.685552,-1.00,27.381
-82.020141,29.686570,-1.00,27.381
-82.015586,29.686315,-1.00,27.381
-82.015611,29.686316,-1.00,27.381
-82.020185,29.686430,-1.00,27.381
-82.020258,29.686404,-1.00,27.381
-82.020291,29.686312,-1.00,27.381
-82.020286,29.686296,-1.00,27.381
-82.015580,29.686226,-1.00,27.381
-82.015557,29.686225,-1.00,27.381
-82.020309,29.686921,-1.00,27.381
-82.020232,29.686917,-1.00,27.381
-82.020167,29.686704,-1.00,27.381
-82.020869,29.687360,-1.00,27.381
-82.015282,29.689278,-1.00,27.381
-82.015277,29.689279,-1.00,27.381
-82.015277,29.689280,-1.00,27.381
-82.015280,29.689281,-1.00,27.381
-82.015282,29.689282,-1.00,27.381
-82.015285,29.689283,-1.00,27.381
-82.015286,29.689284,-1.00,27.381
-82.015289,29.689288,-1.00,27.381
-82.015291,29.689290,-1.00,27.381
-82.015292,29.689293,-1.00,27.381
-82.015295,29.689298,-1.00,27.381
-82.015299,29.689302,-1.00,27.381
-82.015303,29.689305,-1.00,27.381
-82.015308,29.689308,-1.00,27.381
-82.015314,29.689308,-1.00,27.381
-82.015315,29.689309,-1.00,27.381
-82.015317,29.689310,-1.00,27.381
-82.015318,29.689311,-1.00,27.381
-82.015319,29.689311,-1.00,27.381
-82.015318,29.689312,-1.00,27.381
-82.015314,29.689313,-1.00,27.381
-82.015311,29.689314,-1.00,27.381
-82.015314,29.689315,-1.00,27.381
-82.015316,29.689317,-1.00,27.381
-82.015318,29.689320,-1.00,27.381
-82.015322,29.689320,-1.00,27.381
-82.015330,29.689301,-1.00,27.381
-82.015328,29.689300,-1.00,27.381
-82.015324,29.689300,-1.00,27.381
-82.015322,29.689301,-1.00,27.381
-82.015321,29.689302,-1.00,27.381
-82.015320,29.689303,-1.00,27.381
-82.015321,29.689305,-1.00,27.381
-82.015322,29.689305,-1.00,27.381
-82.015322,29.689306,-1.00,27.381
-82.015323,29.689307,-1.00,27.381
-82.015324,29.689296,-1.00,27.381
-82.015326,29.689293,-1.00,27.381
-82.015326,29.689294,-1.00,27.381
-82.015327,29.689297,-1.00,27.381
-82.015327,29.689300,-1.00,27.381
-82.015328,29.689303,-1.00,27.381
-82.015329,29.689304,-1.00,27.381
-82.015325,29.689306,-1.00,27.381
-82.015322,29.689307,-1.00,27.381
-82.015322,29.689304,-1.00,27.381
-82.015327,29.689300,-1.00,27.381
-82.015328,29.689304,-1.00,27.381
-82.015326,29.689308,-1.00,27.381
-82.015324,29.689310,-1.00,27.381
-82.015321,29.689313,-1.00,27.381
-82.015320,29.689312,-1.00,27.381
-82.015322,29.689308,-1.00,27.381
-82.015324,29.689308,-1.00,27.381
-82.015325,29.689308,-1.00,27.381
-82.015327,29.689309,-1.00,27.381
-82.015329,29.689309,-1.00,27.381
-82.015325,29.689309,-1.00,27.381
-82.015321,29.689310,-1.00,27.381
-82.015323,29.689310,-1.00,27.381
-82.015326,29.689311,-1.00,27.381
-82.015329,29.689311,-1.00,27.381
-82.015330,29.689311,-1.00,27.381
-82.015332,29.689312,-1.00,27.381
-82.015334,29.689312,-1.00,27.381
-82.015335,29.689313,-1.00,27.381
-82.015337,29.689313,-1.00,27.381
-82.015338,29.689313,-1.00,27.381
-82.015340,29.689314,-1.00,27.381
-82.015343,29.689314,-1.00,27.381
-82.015345,29.689315,-1.00,27.381
-82.015347,29.689315,-1.00,27.381
-82.015349,29.689310,-1.00,27.381
-82.015351,29.689308,-1.00,27.381
-82.015352,29.689305,-1.00,27.381
-82.015354,29.689303,-1.00,27.381
-82.015356,29.689301,-1.00,27.381
-82.015348,29.689302,-1.00,27.381
-82.015351,29.689305,-1.00,27.381
-82.015353,29.689309,-1.00,27.381
-82.015356,29.689311,-1.00,27.381
-82.015358,29.689314,-1.00,27.381
-82.015362,29.689313,-1.00,27.381
-82.015349,29.689303,-1.00,27.381
-82.015343,29.689302,-1.00,27.381
-82.015338,29.689301,-1.00,27.381
-82.015334,29.689301,-1.00,27.381
-82.015329,29.689301,-1.00,27.381
-82.015325,29.689300,-1.00,27.381
-82.015321,29.689300,-1.00,27.381
-82.015295,29.689267,-1.00,27.381
-82.015302,29.689259,-1.00,27.381
-82.015303,29.689256,-1.00,27.381
-82.015303,29.689253,-1.00,27.381
-82.015304,29.689254,-1.00,27.381
-82.015305,29.689256,-1.00,27.381
