Longitude,Latitude,Depth,ASL
-82.007269,29.677347,-0.6,25.887
-82.007269,29.677348,-0.6,25.887
-82.007273,29.677346,-0.6,25.887
-82.007275,29.677348,-0.6,25.887
-82.007276,29.677350,-0.6,25.887
-82.007277,29.677351,-0.6,25.887
-82.006598,29.675858,-0.6,25.887
-82.006600,29.675853,-0.6,25.887
-82.006608,29.675844,-0.6,25.887
-82.006611,29.675842,-0.6,25.887
-82.006612,29.675841,-0.6,25.887
-82.006613,29.675840,-0.6,25.887
-82.006615,29.675840,-0.6,25.887
-82.006613,29.675841,-0.6,25.887
-82.006611,29.675841,-0.6,25.887
-82.006610,29.675842,-0.6,25.887
-82.006607,29.675842,-0.6,25.887
-82.006610,29.675843,-0.6,25.887
-82.006607,29.675847,-0.6,25.887
-82.006608,29.675840,-0.6,25.887
-82.006623,29.675821,-0.6,25.887
-82.006626,29.675813,-0.6,25.887
-82.006630,29.675808,-0.6,25.887
-82.006634,29.675801,-0.6,25.887
-82.006636,29.675794,-0.6,25.887
-82.006639,29.675786,-0.6,25.887
-82.006641,29.675779,-0.6,25.887
-82.007161,29.675554,-0.6,25.887
-82.007476,29.674726,-0.6,25.887
-82.007537,29.674501,-0.6,25.887
-82.007540,29.674497,-0.6,25.887
-82.007542,29.674490,-0.6,25.887
-82.007543,29.674489,-0.6,25.887
-82.007544,29.674488,-0.6,25.887
-82.007545,29.674488,-0.6,25.887
-82.007546,29.674487,-0.6,25.887
-82.007547,29.674486,-0.6,25.887
-82.007548,29.674485,-0.6,25.887
-82.007549,29.674485,-0.6,25.887
-82.007550,29.674484,-0.6,25.887
-82.007547,29.674483,-0.6,25.887
-82.007544,29.674482,-0.6,25.887
-82.007536,29.674481,-0.6,25.887
-82.007533,29.674480,-0.6,25.887
-82.007537,29.674479,-0.6,25.887
-82.007540,29.674478,-0.6,25.887
-82.007541,29.674477,-0.6,25.887
-82.007544,29.674476,-0.6,25.887
-82.007545,29.674477,-0.6,25.887
-82.007545,29.674478,-0.6,25.887
-82.007546,29.674479,-0.6,25.887
-82.007546,29.674480,-0.6,25.887
-82.007549,29.674490,-0.6,25.887
-82.007550,29.674488,-0.6,25.887
-82.007547,29.674487,-0.6,25.887
-82.007545,29.674485,-0.6,25.887
-82.007535,29.674483,-0.6,25.887
-82.007532,29.674484,-0.6,25.887
-82.007534,29.674485,-0.6,25.887
-82.007541,29.674488,-0.6,25.887
-82.007543,29.674489,-0.6,25.887
-82.007545,29.674490,-0.6,25.887
-82.007547,29.674488,-0.6,25.887
-82.007548,29.674487,-0.6,25.887
-82.007547,29.674483,-0.6,25.887
-82.007541,29.674482,-0.6,25.887
-82.007541,29.674482,-0.6,25.887
-82.007541,29.674482,-0.6,25.887
-82.007541,29.674482,-0.6,25.887
-82.007534,29.674484,-0.6,25.887
-82.007537,29.674485,-0.6,25.887
-82.007550,29.674491,-0.6,25.887
-82.007567,29.674496,-0.6,25.887
-82.007571,29.674493,-0.6,25.887
-82.007575,29.674491,-0.6,25.887
-82.007593,29.674502,-0.6,25.887
-82.007960,29.674497,-0.6,25.887
-82.007963,29.674490,-0.6,25.887
-82.007963,29.674495,-0.6,25.887
-82.007963,29.674490,-0.6,25.887
-82.008425,29.674489,-0.6,25.887
-82.007611,29.677352,-0.6,25.887
-82.009170,29.675081,-0.6,25.887
-82.008445,29.677670,-0.6,25.887
-82.008652,29.677597,-0.6,25.887
-82.008412,29.674482,-0.7,25.787
-82.008414,29.674484,-0.7,25.787
-82.008415,29.674485,-0.7,25.787
-82.008416,29.674487,-0.7,25.787
-82.008418,29.674489,-0.7,25.787
-82.008419,29.674490,-0.7,25.787
-82.008421,29.674490,-0.7,25.787
-82.008412,29.674489,-0.7,25.787
-82.008411,29.674488,-0.7,25.787
-82.008411,29.674488,-0.7,25.787
-82.008410,29.674487,-0.7,25.787
-82.008409,29.674487,-0.7,25.787
-82.008409,29.674486,-0.7,25.787
-82.008408,29.674486,-0.7,25.787
-82.008408,29.674485,-0.7,25.787
-82.008407,29.674485,-0.7,25.787
-82.008407,29.674484,-0.7,25.787
-82.008406,29.674484,-0.7,25.787
-82.008406,29.674483,-0.7,25.787
-82.008405,29.674483,-0.7,25.787
-82.008404,29.674483,-0.7,25.787
-82.008404,29.674482,-0.7,25.787
-82.008403,29.674483,-0.7,25.787
-82.008406,29.674484,-0.7,25.787
-82.008407,29.674485,-0.7,25.787
-82.008419,29.674488,-0.7,25.787
-82.008424,29.674489,-0.7,25.787
-82.008429,29.674489,-0.7,25.787
-82.008436,29.674490,-0.7,25.787
-82.008444,29.674492,-0.7,25.787
-82.008451,29.674495,-0.7,25.787
-82.008457,29.674497,-0.7,25.787
-82.008483,29.674505,-0.7,25.787
-82.008494,29.674508,-0.7,25.787
-82.009928,29.676076,-0.7,25.787
-82.006661,29.675588,-0.7,25.787
-82.006663,29.675593,-0.7,25.787
-82.006665,29.675596,-0.7,25.787
-82.006667,29.675594,-0.7,25.787
-82.006669,29.675589,-0.7,25.787
-82.006668,29.675589,-0.7,25.787
-82.006667,29.675589,-0.7,25.787
-82.006666,29.675590,-0.7,25.787
-82.006665,29.675591,-0.7,25.787
-82.006664,29.675592,-0.7,25.787
-82.006662,29.675593,-0.7,25.787
-82.006661,29.675594,-0.7,25.787
-82.006666,29.675596,-0.7,25.787
-82.006669,29.675599,-0.7,25.787
-82.006667,29.675604,-0.7,25.787
-82.006660,29.675612,-0.7,25.787
-82.006658,29.675616,-0.7,25.787
-82.006652,29.675644,-0.7,25.787
-82.006660,29.675659,-0.7,25.787
-82.006657,29.675666,-0.7,25.787
-82.006654,29.675673,-0.7,25.787
-82.006652,29.675681,-0.7,25.787
-82.006662,29.675689,-0.7,25.787
-82.006665,29.675695,-0.7,25.787
-82.009847,29.676752,-0.7,25.787
-82.009838,29.676757,-0.7,25.787
-82.009834,29.676759,-0.7,25.787
-82.009830,29.676761,-0.7,25.787
-82.009823,29.676768,-0.7,25.787
-82.009806,29.676782,-0.7,25.787
-82.006632,29.675963,-0.7,25.787
-82.006628,29.675962,-0.7,25.787
-82.006627,29.675962,-0.7,25.787
-82.006625,29.675958,-0.7,25.787
-82.006628,29.675960,-0.7,25.787
-82.006633,29.675963,-0.7,25.787
-82.006628,29.675968,-0.7,25.787
-82.006625,29.675969,-0.7,25.787
-82.006622,29.675971,-0.7,25.787
-82.006619,29.675972,-0.7,25.787
-82.006617,29.675971,-0.7,25.787
-82.006620,29.675970,-0.7,25.787
-82.006624,29.675969,-0.7,25.787
-82.006621,29.675968,-0.7,25.787
-82.006618,29.675967,-0.7,25.787
-82.006616,29.675966,-0.7,25.787
-82.006617,29.675965,-0.7,25.787
-82.006619,29.675966,-0.7,25.787
-82.006620,29.675967,-0.7,25.787
-82.006621,29.675968,-0.7,25.787
-82.006623,29.675968,-0.7,25.787
-82.006625,29.675970,-0.7,25.787
-82.006626,29.675972,-0.7,25.787
-82.006627,29.675973,-0.7,25.787
-82.006627,29.675971,-0.7,25.787
-82.006628,29.675969,-0.7,25.787
-82.006629,29.675967,-0.7,25.787
-82.006630,29.675972,-0.7,25.787
-82.006630,29.675975,-0.7,25.787
-82.006631,29.675981,-0.7,25.787
-82.006632,29.675987,-0.7,25.787
-82.006633,29.675996,-0.7,25.787
-82.007107,29.676599,-0.7,25.787
-82.008940,29.677218,-0.7,25.787
-82.007271,29.677345,-0.7,25.787
-82.007276,29.677345,-0.7,25.787
-82.007280,29.677344,-0.7,25.787
-82.007277,29.677343,-0.7,25.787
-82.007274,29.677342,-0.7,25.787
-82.007271,29.677341,-0.7,25.787
-82.007269,29.677340,-0.7,25.787
-82.007266,29.677338,-0.7,25.787
-82.007264,29.677337,-0.7,25.787
-82.007263,29.677334,-0.7,25.787
-82.007263,29.677331,-0.7,25.787
-82.007266,29.677332,-0.7,25.787
-82.007267,29.677334,-0.7,25.787
-82.007270,29.677337,-0.7,25.787
-82.007271,29.677340,-0.7,25.787
-82.007269,29.677342,-0.7,25.787
-82.007267,29.677345,-0.7,25.787
-82.007265,29.677352,-0.7,25.787
-82.007271,29.677351,-0.7,25.787
-82.007270,29.677350,-0.7,25.787
-82.007270,29.677349,-0.7,25.787
-82.007269,29.677348,-0.7,25.787
-82.007268,29.677346,-0.7,25.787
-82.007267,29.677346,-0.7,25.787
-82.007267,29.677347,-0.7,25.787
-82.007266,29.677348,-0.7,25.787
-82.007265,29.677349,-0.7,25.787
-82.007265,29.677351,-0.7,25.787
-82.007264,29.677352,-0.7,25.787
-82.007264,29.677350,-0.7,25.787
-82.007269,29.677349,-0.7,25.787
-82.007265,29.677351,-0.7,25.787
-82.007264,29.677352,-0.7,25.787
-82.007267,29.677350,-0.7,25.787
-82.007272,29.677346,-0.7,25.787
-82.007274,29.677347,-0.7,25.787
-82.007278,29.677352,-0.7,25.787
-82.007279,29.677354,-0.7,25.787
-82.007280,29.677358,-0.7,25.787
-82.007282,29.677362,-0.7,25.787
-82.007286,29.677366,-0.7,25.787
-82.007292,29.677369,-0.7,25.787
-82.007298,29.677374,-0.7,25.787
-82.007304,29.677379,-0.7,25.787
-82.007310,29.677385,-0.7,25.787
-82.007316,29.677390,-0.7,25.787
-82.008423,29.677831,-0.7,25.787
-82.006644,29.675774,-0.7,25.787
-82.006647,29.675767,-0.7,25.787
-82.006649,29.675760,-0.7,25.787
-82.006652,29.675752,-0.7,25.787
-82.006656,29.675745,-0.7,25.787
-82.006660,29.675736,-0.7,25.787
-82.006663,29.675727,-0.7,25.787
-82.007105,29.674785,-0.7,25.787
-82.007154,29.674796,-0.7,25.787
-82.007172,29.674806,-0.7,25.787
-82.007533,29.674510,-0.7,25.787
-82.007535,29.674505,-0.7,25.787
-82.007541,29.674493,-0.7,25.787
-82.007541,29.674481,-0.7,25.787
-82.007542,29.674476,-0.7,25.787
-82.007547,29.674481,-0.7,25.787
-82.007580,29.674498,-0.7,25.787
-82.007585,29.674500,-0.7,25.787
-82.007602,29.674505,-0.7,25.787
-82.007609,29.674507,-0.7,25.787
-82.007617,29.674511,-0.7,25.787
-82.007636,29.674518,-0.7,25.787
-82.007646,29.674521,-0.7,25.787
-82.007049,29.676223,-0.7,25.787
-82.007938,29.674493,-0.7,25.787
-82.007942,29.674486,-0.7,25.787
-82.007948,29.674484,-0.7,25.787
-82.007954,29.674489,-0.7,25.787
-82.007956,29.674492,-0.7,25.787
-82.007957,29.674493,-0.7,25.787
-82.007959,29.674495,-0.7,25.787
-82.007962,29.674496,-0.7,25.787
-82.007963,29.674493,-0.7,25.787
-82.007963,29.674492,-0.7,25.787
-82.007963,29.674495,-0.7,25.787
-82.007963,29.674497,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.007963,29.674490,-0.7,25.787
-82.008405,29.674494,-0.7,25.787
-82.008401,29.674490,-0.7,25.787
-82.008399,29.674488,-0.7,25.787
-82.008396,29.674486,-0.7,25.787
-82.008402,29.674485,-0.7,25.787
-82.008405,29.674483,-0.7,25.787
-82.008406,29.674484,-0.7,25.787
-82.008407,29.674489,-0.7,25.787
-82.008409,29.674488,-0.7,25.787
-82.008410,29.674484,-0.7,25.787
-82.008411,29.674483,-0.7,25.787
-82.008415,29.674485,-0.7,25.787
-82.008421,29.674487,-0.7,25.787
-82.008430,29.674491,-0.7,25.787
-82.008432,29.674492,-0.7,25.787
-82.008440,29.674496,-0.7,25.787
-82.008448,29.674497,-0.7,25.787
-82.008457,29.674498,-0.7,25.787
-82.009511,29.675221,-0.7,25.787
-82.009513,29.675242,-0.7,25.787
-82.009079,29.677204,-0.7,25.787
-82.009173,29.677049,-0.7,25.787
-82.009817,29.676232,-0.7,25.787
-82.010044,29.676479,-0.7,25.787
-82.008415,29.674489,-0.8,25.687
-82.008465,29.674500,-0.8,25.687
-82.008474,29.674502,-0.8,25.687
-82.008514,29.674514,-0.8,25.687
-82.007330,29.674651,-0.8,25.687
-82.007333,29.674647,-0.8,25.687
-82.010164,29.676282,-0.8,25.687
-82.010159,29.676287,-0.8,25.687
-82.006663,29.675608,-0.8,25.687
-82.006668,29.675700,-0.8,25.687
-82.006671,29.675704,-0.8,25.687
-82.006676,29.675708,-0.8,25.687
-82.009845,29.676748,-0.8,25.687
-82.009828,29.676763,-0.8,25.687
-82.009826,29.676765,-0.8,25.687
-82.009818,29.676772,-0.8,25.687
-82.009812,29.676776,-0.8,25.687
-82.009802,29.676787,-0.8,25.687
-82.009798,29.676793,-0.8,25.687
-82.006638,29.675942,-0.8,25.687
-82.006634,29.675948,-0.8,25.687
-82.006636,29.675954,-0.8,25.687
-82.006639,29.675957,-0.8,25.687
-82.006634,29.675957,-0.8,25.687
-82.006631,29.675959,-0.8,25.687
-82.006629,29.675959,-0.8,25.687
-82.006630,29.675966,-0.8,25.687
-82.006631,29.675978,-0.8,25.687
-82.006633,29.675992,-0.8,25.687
-82.006634,29.676003,-0.8,25.687
-82.006636,29.676010,-0.8,25.687
-82.006638,29.676016,-0.8,25.687
-82.006640,29.676022,-0.8,25.687
-82.006641,29.676028,-0.8,25.687
-82.006644,29.676035,-0.8,25.687
-82.006648,29.676041,-0.8,25.687
-82.006652,29.676048,-0.8,25.687
-82.006737,29.676094,-0.8,25.687
-82.006761,29.676108,-0.8,25.687
-82.006774,29.676113,-0.8,25.687
-82.006717,29.676332,-0.8,25.687
-82.009244,29.677322,-0.8,25.687
-82.007264,29.677349,-0.8,25.687
-82.007270,29.677353,-0.8,25.687
-82.007321,29.677395,-0.8,25.687
-82.007327,29.677399,-0.8,25.687
-82.007333,29.677404,-0.8,25.687
-82.007339,29.677410,-0.8,25.687
-82.007346,29.677415,-0.8,25.687
-82.007353,29.677421,-0.8,25.687
-82.007368,29.677432,-0.8,25.687
-82.007378,29.677437,-0.8,25.687
-82.007485,29.677480,-0.8,25.687
-82.007545,29.677499,-0.8,25.687
-82.008454,29.677829,-0.8,25.687
-82.008311,29.677839,-0.8,25.687
-82.006667,29.675718,-0.8,25.687
-82.006671,29.675709,-0.8,25.687
-82.006674,29.675698,-0.8,25.687
-82.006681,29.675676,-0.8,25.687
-82.007102,29.674805,-0.8,25.687
-82.007103,29.674795,-0.8,25.687
-82.007107,29.674774,-0.8,25.687
-82.007109,29.674765,-0.8,25.687
-82.007115,29.674767,-0.8,25.687
-82.007122,29.674770,-0.8,25.687
-82.007128,29.674773,-0.8,25.687
-82.007526,29.674536,-0.8,25.687
-82.007528,29.674525,-0.8,25.687
-82.007531,29.674517,-0.8,25.687
-82.007626,29.674514,-0.8,25.687
-82.007655,29.674526,-0.8,25.687
-82.007666,29.674530,-0.8,25.687
-82.007935,29.674503,-0.8,25.687
-82.007963,29.674490,-0.8,25.687
-82.007963,29.674490,-0.8,25.687
-82.007963,29.674490,-0.8,25.687
-82.007963,29.674490,-0.8,25.687
-82.007963,29.674490,-0.8,25.687
-82.007963,29.674490,-0.8,25.687
-82.007963,29.674490,-0.8,25.687
-82.008412,29.674498,-0.8,25.687
-82.008435,29.674493,-0.8,25.687
-82.008437,29.674494,-0.8,25.687
-82.008465,29.674501,-0.8,25.687
-82.008474,29.674503,-0.8,25.687
-82.008484,29.674505,-0.8,25.687
-82.008495,29.674509,-0.8,25.687
-82.008455,29.674972,-0.8,25.687
-82.008411,29.677830,-0.8,25.687
-82.008420,29.677808,-0.8,25.687
-82.008650,29.677602,-0.8,25.687
-82.008614,29.677858,-0.8,25.687
-82.008614,29.677870,-0.8,25.687
-82.008613,29.677870,-0.8,25.687
-82.008610,29.677867,-0.8,25.687
-82.008611,29.677867,-0.8,25.687
-82.008616,29.677866,-0.8,25.687
-82.008634,29.677859,-0.8,25.687
-82.008702,29.677774,-0.8,25.687
-82.008706,29.677763,-0.8,25.687
-82.008713,29.677744,-0.8,25.687
-82.008727,29.677723,-0.8,25.687
-82.009979,29.674980,-0.8,25.687
-82.009979,29.674991,-0.8,25.687
-82.009980,29.674993,-0.8,25.687
-82.009978,29.674993,-0.8,25.687
-82.009971,29.674997,-0.8,25.687
-82.009978,29.674995,-0.8,25.687
-82.009984,29.674998,-0.8,25.687
-82.009976,29.675001,-0.8,25.687
-82.009968,29.674979,-0.8,25.687
-82.009990,29.674991,-0.8,25.687
-82.009982,29.674980,-0.8,25.687
-82.008503,29.674511,-0.9,25.587
-82.008523,29.674517,-0.9,25.587
-82.008534,29.674520,-0.9,25.587
-82.008544,29.674523,-0.9,25.587
-82.008553,29.674526,-0.9,25.587
-82.008560,29.674529,-0.9,25.587
-82.008567,29.674531,-0.9,25.587
-82.008576,29.674534,-0.9,25.587
-82.008632,29.674544,-0.9,25.587
-82.008643,29.674546,-0.9,25.587
-82.009894,29.674988,-0.9,25.587
-82.009901,29.674992,-0.9,25.587
-82.009968,29.675017,-0.9,25.587
-82.010035,29.675031,-0.9,25.587
-82.008046,29.674545,-0.9,25.587
-82.008022,29.674545,-0.9,25.587
-82.008020,29.674545,-0.9,25.587
-82.008008,29.674545,-0.9,25.587
-82.008005,29.674549,-0.9,25.587
-82.008002,29.674540,-0.9,25.587
-82.008001,29.674538,-0.9,25.587
-82.008000,29.674545,-0.9,25.587
-82.008002,29.674549,-0.9,25.587
-82.008003,29.674551,-0.9,25.587
-82.009072,29.675061,-0.9,25.587
-82.010591,29.675520,-0.9,25.587
-82.007336,29.674654,-0.9,25.587
-82.007332,29.674649,-0.9,25.587
-82.007329,29.674646,-0.9,25.587
-82.007327,29.674649,-0.9,25.587
-82.007328,29.674653,-0.9,25.587
-82.007336,29.674655,-0.9,25.587
-82.007332,29.674647,-0.9,25.587
-82.007334,29.674647,-0.9,25.587
-82.007026,29.674933,-0.9,25.587
-82.007028,29.674932,-0.9,25.587
-82.010217,29.676180,-0.9,25.587
-82.010212,29.676194,-0.9,25.587
-82.010207,29.676208,-0.9,25.587
-82.010194,29.676226,-0.9,25.587
-82.010187,29.676240,-0.9,25.587
-82.010186,29.676243,-0.9,25.587
-82.010184,29.676247,-0.9,25.587
-82.010182,29.676251,-0.9,25.587
-82.010179,29.676259,-0.9,25.587
-82.010176,29.676268,-0.9,25.587
-82.010175,29.676271,-0.9,25.587
-82.010173,29.676274,-0.9,25.587
-82.010171,29.676276,-0.9,25.587
-82.010169,29.676278,-0.9,25.587
-82.010166,29.676280,-0.9,25.587
-82.010169,29.676284,-0.9,25.587
-82.010163,29.676286,-0.9,25.587
-82.010156,29.676289,-0.9,25.587
-82.010151,29.676290,-0.9,25.587
-82.010144,29.676292,-0.9,25.587
-82.006802,29.675247,-0.9,25.587
-82.006804,29.675251,-0.9,25.587
-82.009503,29.676655,-0.9,25.587
-82.009840,29.676745,-0.9,25.587
-82.009794,29.676799,-0.9,25.587
-82.009788,29.676805,-0.9,25.587
-82.009782,29.676810,-0.9,25.587
-82.006648,29.675937,-0.9,25.587
-82.006642,29.675939,-0.9,25.587
-82.006643,29.675957,-0.9,25.587
-82.006643,29.675957,-0.9,25.587
-82.006655,29.676056,-0.9,25.587
-82.006658,29.676062,-0.9,25.587
-82.006663,29.676067,-0.9,25.587
-82.006668,29.676069,-0.9,25.587
-82.009422,29.677120,-0.9,25.587
-82.006697,29.676310,-0.9,25.587
-82.006701,29.676316,-0.9,25.587
-82.006704,29.676323,-0.9,25.587
-82.006708,29.676327,-0.9,25.587
-82.006714,29.676330,-0.9,25.587
-82.006724,29.676348,-0.9,25.587
-82.006727,29.676354,-0.9,25.587
-82.006730,29.676360,-0.9,25.587
-82.006736,29.676377,-0.9,25.587
-82.006740,29.676385,-0.9,25.587
-82.006743,29.676394,-0.9,25.587
-82.007021,29.676559,-0.9,25.587
-82.009240,29.677324,-0.9,25.587
-82.007361,29.677426,-0.9,25.587
-82.007389,29.677441,-0.9,25.587
-82.007397,29.677445,-0.9,25.587
-82.008431,29.677829,-0.9,25.587
-82.008385,29.677828,-0.9,25.587
-82.008279,29.677828,-0.9,25.587
-82.007967,29.677773,-0.9,25.587
-82.007863,29.677729,-0.9,25.587
-82.007614,29.677640,-0.9,25.587
-82.007604,29.677638,-0.9,25.587
-82.007594,29.677636,-0.9,25.587
-82.007579,29.677627,-0.9,25.587
-82.007573,29.677624,-0.9,25.587
-82.007567,29.677621,-0.9,25.587
-82.007563,29.677617,-0.9,25.587
-82.007559,29.677613,-0.9,25.587
-82.007555,29.677606,-0.9,25.587
-82.007552,29.677604,-0.9,25.587
-82.007550,29.677604,-0.9,25.587
-82.007550,29.677604,-0.9,25.587
-82.006677,29.675687,-0.9,25.587
-82.006686,29.675666,-0.9,25.587
-82.006692,29.675654,-0.9,25.587
-82.006698,29.675641,-0.9,25.587
-82.006704,29.675631,-0.9,25.587
-82.006716,29.675609,-0.9,25.587
-82.006723,29.675598,-0.9,25.587
-82.007084,29.674874,-0.9,25.587
-82.007095,29.674835,-0.9,25.587
-82.007097,29.674825,-0.9,25.587
-82.007099,29.674815,-0.9,25.587
-82.007132,29.674775,-0.9,25.587
-82.007144,29.674785,-0.9,25.587
-82.007149,29.674790,-0.9,25.587
-82.006673,29.676100,-0.9,25.587
-82.006674,29.676111,-0.9,25.587
-82.006674,29.676123,-0.9,25.587
-82.006675,29.676134,-0.9,25.587
-82.006676,29.676146,-0.9,25.587
-82.006677,29.676158,-0.9,25.587
-82.006678,29.676168,-0.9,25.587
-82.006684,29.676170,-0.9,25.587
-82.006690,29.676171,-0.9,25.587
-82.006724,29.676178,-0.9,25.587
-82.006949,29.675935,-0.9,25.587
-82.007519,29.674574,-0.9,25.587
-82.007521,29.674561,-0.9,25.587
-82.007523,29.674549,-0.9,25.587
-82.007678,29.674533,-0.9,25.587
-82.007689,29.674536,-0.9,25.587
-82.007699,29.674541,-0.9,25.587
-82.007934,29.674514,-0.9,25.587
