DateTime,wind_factor,lw_factor,ch,sed_temp_mean,sed_temp_mean.1,coef_mix_hyp,Kw,RMSE
2020-11-18 14:32:32,1.24676556408459,0.947180028319603,0.0017422255407989,7.58067815916207,9.73435016331106,0.555200092035785,0.526594168409263,2.62079186980597
