time,FLOW,TEMP,SALT
2017-08-27,0,31.47553191,0
2017-08-28,0.009750001,31.10833333,0
2017-08-29,0.004843896,30.88875,0
2017-08-30,0.013433333,31.01479167,0
2017-08-31,0.038630152,31.50854167,0
2017-09-01,0.006855241,31.52958333,0
2017-09-02,0.026849207,31.07729167,0
2017-09-03,0.00165812,30.69,0
2017-09-04,0,31.13625,0
2017-09-05,0.026440138,30.8575,0
2017-09-06,0.002087243,30.78583333,0
2017-09-07,0.006007774,30.46458333,0
2017-09-08,0.009573824,30.18270833,0
2017-09-09,0.008351481,29.77395833,0
2017-09-10,0.00580923,28.96770833,0
2017-09-11,0.032678491,27.166875,0
2017-09-12,0,26.54458333,0
2017-09-13,0,26.949375,0
2017-09-14,0,27.70416667,0
2017-09-15,0,28.550625,0
2017-09-16,0,29.236875,0
2017-09-17,0,28.83125,0
2017-09-18,0.003120501,28.79541667,0
2017-09-19,0,28.50291667,0
2017-09-20,0.003797406,28.684375,0
2017-09-21,0.002782688,29.02895833,0
2017-09-22,0,29.00145833,0
2017-09-23,0.0182857,28.916875,0
2017-09-24,0.017370334,28.90916667,0
2017-09-25,0.002173433,29.02770833,0
2017-09-26,0.017069414,29.47166667,0
2017-09-27,0,29.6925,0
2017-09-28,0,29.803125,0
2017-09-29,0,29.875,0
2017-09-30,0,29.85916667,0
2017-10-01,0,28.91770833,0
2017-10-02,0,28.224375,0
2017-10-03,0,27.91604167,0
2017-10-04,0,27.63979167,0
2017-10-05,0,27.33979167,0
2017-10-06,0,27.2675,0
2017-10-07,0,27.97770833,0
2017-10-08,0,28.38875,0
2017-10-09,0,28.519375,0
2017-10-10,0,29.160625,0
2017-10-11,0,29.40833333,0
2017-10-12,0,29.275,0
2017-10-13,0,28.82083333,0
2017-10-14,0,28.54979167,0
2017-10-15,0,28.55729167,0
2017-10-16,0,28.56020833,0
2017-10-17,0,28.31083333,0
2017-10-18,0,27.17479167,0
2017-10-19,0,26.59020833,0
2017-10-20,0,26.42458333,0
2017-10-21,0,26.35333333,0
2017-10-22,0,26.400625,0
2017-10-23,0,26.57770833,0
2017-10-24,0,26.430625,0
2017-10-25,0,25.90604167,0
2017-10-26,0,24.99125,0
2017-10-27,0,24.35958333,0
2017-10-28,0,24.04875,0
2017-10-29,0,23.86541667,0
2017-10-30,0,22.90770833,0
2017-10-31,0,22.35333333,0
2017-11-01,0,22.11625,0
2017-11-02,0,22.16291667,0
2017-11-03,0,22.44854167,0
2017-11-04,0,22.640625,0
2017-11-05,0,22.68458333,0
2017-11-06,0,22.85229167,0
2017-11-07,0,23.23416667,0
2017-11-08,0,23.33083333,0
2017-11-09,0,23.57895833,0
2017-11-10,0,23.11770833,0
2017-11-11,0,22.49708333,0
2017-11-12,0,22.28208333,0
2017-11-13,0,22.41666667,0
