Depth,2d_area,3d_area,Volume
0,109323.6666,109852.4999,189336.2573
-0.5,105176.2535,105615.0383,135845.456
-1,100786.3757,101046.2741,84089.83663
-1.5,79314.92804,79410.32286,38617.46699
-2,46476.37755,46503.32333,6235.358339
-2.5,18.86242363,27.30382676,6.342717475
-3,5.587078801,8.416914247,1.656804765
-3.5,1.700784513,2.526010063,0.353783192
-4,0.040595955,0.059721988,0.001165557
