Longitude,Latitude,Depth
-89.46908892,46.21090213,-1.1
-89.46909457,46.21090106,-1.1
-89.46909902,46.21089998,-1.1
-89.46910336,46.21089891,-1.1
-89.46910666,46.21089582,-1.2
-89.46910997,46.21089177,-1.2
-89.46911399,46.21088745,-1.2
-89.46911914,46.21088409,-1.3
-89.46912936,46.21088117,-1.4
-89.46914247,46.21087714,-1.5
-89.46915846,46.2108724,-1.6
-89.46917748,46.21086817,-1.7
-89.4691987,46.2108684,-1.9
-89.46922168,46.21086964,-1.9
-89.4692444,46.21087088,-2
-89.46926797,46.21087212,-2
-89.46929349,46.21087336,-2.1
-89.46931868,46.21087557,-2.2
-89.46934626,46.21087805,-2.3
-89.46937197,46.21088037,-2.3
-89.46939897,46.21088231,-2.3
-89.46942647,46.21088424,-2.3
-89.46945507,46.21088629,-2.5
-89.46948487,46.21088988,-2.5
-89.46951096,46.2108939,-2.6
-89.46953878,46.21089879,-2.7
-89.46956662,46.2109028,-2.8
-89.46959472,46.21090771,-3
-89.46962051,46.21091503,-3
-89.46964564,46.21092331,-3
-89.46967139,46.21093061,-2.8
-89.46969665,46.21093967,-3
-89.46972055,46.21094807,-2.8
-89.46974414,46.21095705,-2.8
-89.46976847,46.21096739,-2.8
-89.46979396,46.21097551,-2.9
-89.46981924,46.21098413,-2.8
-89.46984328,46.21099498,-2.8
-89.46986604,46.21100434,-2.8
-89.46989036,46.21101468,-2.7
-89.46991456,46.21102548,-2.7
-89.46993552,46.21103549,-2.6
-89.46995645,46.21104712,-2.5
-89.46997986,46.21105738,-2.5
-89.47000074,46.2110684,-2.4
-89.47002354,46.21107707,-2.4
-89.47004712,46.21108437,-2.3
-89.47007202,46.21109222,-2.3
-89.47009774,46.2110985,-2.3
-89.47012464,46.21110314,-2.3
-89.47014866,46.21110862,-2.3
-89.47017624,46.21111325,-2.3
-89.47020226,46.21111724,-2.3
-89.4702301,46.21112108,-2.3
-89.47025649,46.21112519,-2.2
-89.47028254,46.21112978,-2.2
-89.47031043,46.21113564,-2.2
-89.47033731,46.21113924,-2.2
-89.47036639,46.21114294,-2.1
-89.47039277,46.21114695,-2
-89.47041951,46.21115239,-2
-89.47044723,46.21116049,-2
-89.47047105,46.21116726,-2
-89.47049901,46.2111723,-2
-89.47052414,46.21117724,-2
-89.47054932,46.21118544,-2
-89.47057458,46.21119261,-2
-89.47060022,46.2111998,-2
-89.47062748,46.21120698,-2.2
-89.4706553,46.21121366,-2.3
-89.4706787,46.21121952,-2.3
-89.47070649,46.21122513,-2.5
-89.47072948,46.21123325,-2.6
-89.47074793,46.21124365,-2.6
-89.4707673,46.21125122,-2.7
-89.47078803,46.21125838,-2.7
-89.47080919,46.21126557,-3.1
-89.4708297,46.21127346,-3.1
-89.47085052,46.21128419,-3.1
-89.47087173,46.21129597,-3.2
-89.47089067,46.21130877,-3.2
-89.47090911,46.21132065,-3.1
-89.47092757,46.21133342,-3.1
-89.4709461,46.21134419,-3
-89.47096253,46.21135693,-3.1
-89.47098303,46.21136751,-2.9
-89.47100487,46.21137757,-3
-89.47102731,46.21138518,-2.9
-89.47105117,46.21139218,-2.8
-89.47107393,46.21139964,-3.1
-89.47109968,46.21140573,-3.1
-89.47112542,46.21140974,-3.2
-89.47115007,46.21141403,-3.3
-89.47117569,46.21141797,-3.3
-89.47120347,46.21142157,-3.4
-89.47122792,46.21142684,-3.6
-89.47125325,46.21143263,-3.7
-89.47127755,46.21143847,-3.5
-89.47130327,46.21144466,-3.3
-89.47132844,46.21145265,-3.3
-89.47135416,46.21145949,-3.3
-89.47137798,46.21146669,-3.2
-89.47140268,46.21147544,-3.3
-89.47143025,46.21148416,-3.2
-89.47145577,46.21149139,-3.3
-89.47148353,46.21149833,-3
-89.47151107,46.21150439,-3.5
-89.47153423,46.21151142,-3.4
-89.47156181,46.21151898,-3.3
-89.47158715,46.2115257,-3
-89.47161415,46.21153155,-3.3
-89.47164147,46.21153721,-3.3
-89.47166969,46.21154272,-3.3
-89.47169555,46.2115481,-2.7
-89.47172524,46.21155211,-2.7
-89.47175301,46.21155657,-2.7
-89.47178077,46.2115616,-2.6
-89.4718082,46.21156715,-2.6
-89.47183625,46.21157209,-2.6
-89.47186165,46.21157501,-2.5
-89.47188938,46.21157793,-2.5
-89.47191919,46.21158145,-2.4
-89.47194682,46.21158499,-2.3
-89.47197442,46.21158818,-2.3
-89.47200217,46.21159163,-2.3
-89.47202972,46.21159619,-2.3
-89.47205723,46.21160015,-2.3
-89.47208538,46.2116038,-2.3
-89.47211054,46.21160673,-2.2
-89.47213809,46.21160973,-2.3
-89.47216622,46.21161396,-2.2
-89.47219401,46.21161918,-2.1
-89.47221895,46.21162482,-2
-89.47224627,46.21163087,-2
-89.47227071,46.2116384,-1.9
-89.47229447,46.21164947,-1.9
-89.47231497,46.21166171,-1.8
-89.47232991,46.21167614,-1.6
-89.47234683,46.21168542,-1.5
-89.47236345,46.2116895,-1.5
-89.47237728,46.21168658,-1.5
-89.47239018,46.21168282,-1.6
-89.47240159,46.21167602,-1.7
-89.4724127,46.21166799,-1.8
-89.47242555,46.2116574,-2
-89.47244043,46.21164811,-2.3
-89.47245816,46.21164069,-2.3
-89.47247882,46.21163294,-2.5
-89.47250142,46.21162624,-2.6
-89.47252495,46.21162112,-2.9
-89.47254832,46.21161788,-3
-89.47257347,46.21161376,-3.3
-89.47259681,46.21160856,-3.5
-89.47262435,46.21160498,-3.8
-89.47265211,46.21160129,-4.1
-89.47268051,46.21159753,-4.2
-89.47270463,46.21159355,-4.5
-89.47273273,46.21158894,-4.7
-89.47275791,46.21158345,-4.9
-89.47278604,46.21157921,-5.1
-89.47281358,46.2115761,-5.2
-89.47284083,46.21157327,-5.3
-89.47286881,46.21157105,-5.2
-89.47289383,46.21156928,-5.2
-89.47292173,46.2115675,-5.2
-89.4729502,46.21156598,-5.4
-89.47297793,46.21156758,-6
-89.4730057,46.21156917,-5.8
-89.47303434,46.21157078,-5.6
-89.47306183,46.2115724,-5.6
-89.47308966,46.21157411,-6
-89.4731176,46.21157582,-6
-89.47314535,46.21157751,-6.1
-89.47317549,46.21157763,-6.4
-89.47320168,46.21157631,-6.5
-89.4732295,46.21157499,-6.8
-89.47325724,46.21157368,-6.8
-89.47328502,46.21157236,-6.8
-89.47331411,46.2115711,-6.9
-89.47334363,46.21156985,-6.7
-89.47337153,46.21156859,-6.8
-89.4733988,46.21156734,-6.7
-89.47342758,46.21156608,-6.7
-89.4734557,46.21156663,-6.7
-89.47348314,46.21156759,-6.5
-89.47351423,46.21156855,-6.5
-89.47354398,46.21156951,-6.2
-89.47357325,46.21157047,-6.2
-89.47360102,46.21157143,-5.9
-89.47363164,46.21157307,-5.8
-89.47365669,46.21157613,-5.6
-89.47368671,46.21157957,-5.4
-89.47371536,46.21158388,-5.3
-89.47374591,46.21158872,-5.2
-89.47377219,46.21159461,-5
-89.47380197,46.21159971,-4.9
-89.47382988,46.21160401,-4.8
-89.4738577,46.21160865,-4.7
-89.47388708,46.21161278,-4.6
-89.47391707,46.21161695,-4.7
-89.47394482,46.2116215,-4.6
-89.4739725,46.21162484,-4.5
-89.47400037,46.21162805,-4.5
-89.4740281,46.21163161,-4.5
-89.47405635,46.21163535,-4.4
-89.47408404,46.21163966,-4.4
-89.47411467,46.21164481,-4.5
-89.47414005,46.21164948,-4.4
-89.47416819,46.21165381,-4.3
-89.47419485,46.21165875,-4.3
-89.47422328,46.21166369,-4.2
-89.47425324,46.21166912,-4.2
-89.47428212,46.21167475,-4.1
-89.47430988,46.21168039,-4
-89.47433588,46.21168691,-4
-89.47436257,46.21169378,-3.9
-89.47439038,46.21169985,-3.9
-89.47441794,46.21170626,-3.8
-89.47444658,46.21171306,-3.7
-89.474474,46.21171973,-3.7
-89.47450101,46.21172653,-3.6
-89.47452709,46.21173306,-3.5
-89.47455502,46.21174131,-3.5
-89.4745826,46.2117467,-3.3
-89.47461366,46.21175248,-3.1
-89.47464247,46.2117579,-3
-89.47467004,46.21176466,-2.8
-89.47469755,46.21177023,-2.6
-89.47472727,46.21177529,-2.4
-89.47475867,46.21177993,-2.2
-89.47478676,46.21178426,-2
-89.47481496,46.21178953,-1.7
-89.4748423,46.2117946,-1.5
-89.47486554,46.21179533,-1.4
-89.47488708,46.21179325,-1.3
-89.47490456,46.21179118,-1.2
-89.47491423,46.21178744,-1.2
-89.47491883,46.21178155,-1.1
-89.47492305,46.21177391,-1.2
-89.47492842,46.21176564,-1.2
-89.47492967,46.2117542,-1.3
-89.47492029,46.21174112,-1.2
-89.47491414,46.21173025,-1.4
-89.47490324,46.21172232,-1.5
-89.47489007,46.21171679,-1.5
-89.47487493,46.21171063,-1.8
-89.47485915,46.21170132,-2
-89.47484194,46.21169369,-2.2
-89.47482013,46.2116873,-2.3
-89.47479818,46.21168037,-2.5
-89.47477482,46.21167427,-2.7
-89.47475149,46.21166833,-3
-89.47472821,46.21165939,-3
-89.47470331,46.21165301,-3.2
-89.47467778,46.21164763,-3.4
-89.47465199,46.21164136,-3.5
-89.47462425,46.21163333,-3.6
-89.47459694,46.21162797,-3.7
-89.47456974,46.21162342,-3.8
-89.47454184,46.21161801,-3.8
-89.47451562,46.21161,-3.9
-89.47448701,46.21160283,-4
-89.47445927,46.21159518,-4.1
-89.47443343,46.21158819,-4.2
-89.47440592,46.21158059,-4.2
-89.47437922,46.21157209,-4.3
-89.47435147,46.21156242,-4.4
-89.47432297,46.21155359,-4.6
-89.47429325,46.21154714,-4.6
-89.47426735,46.21154136,-4.9
-89.47423768,46.21153433,-4.9
-89.4742119,46.21152802,-5
-89.47418411,46.21152263,-5.1
-89.4741568,46.21151674,-5.2
-89.47412774,46.21150933,-5.3
-89.47409999,46.2115044,-5.4
-89.4740722,46.21149947,-5.6
-89.47404443,46.21149362,-5.7
-89.47401429,46.2114855,-5.9
-89.47398823,46.21147887,-6
-89.47395707,46.21147293,-6.1
-89.47392983,46.21146546,-6.2
-89.47390165,46.21145958,-6.4
-89.47387353,46.21145474,-6.5
-89.47384277,46.21145047,-6.7
-89.47381498,46.211446,-6.8
-89.47378393,46.21144076,-7.1
-89.47375348,46.21143846,-7.2
-89.4737236,46.21143616,-7.5
-89.47369414,46.21143318,-7.8
-89.47366691,46.21142936,-8
-89.47363581,46.21142591,-8.5
-89.47360427,46.21142251,-8.7
-89.4735741,46.21141729,-9.1
-89.47354306,46.21141302,-9.5
-89.47351197,46.21140909,-9.9
-89.47348108,46.21140551,-10.2
-89.47344979,46.21140256,-10.5
-89.47341933,46.21140026,-10.8
-89.47338788,46.21139797,-10.8
-89.4733569,46.21139478,-10.9
-89.47332599,46.21139136,-11.1
-89.47329471,46.2113918,-10.8
-89.47326417,46.21139238,-10.9
-89.47323518,46.21139297,-10.5
-89.47320823,46.21139355,-10.1
-89.47317675,46.21139413,-9.9
-89.47314859,46.2113947,-9.4
-89.47311755,46.21139528,-9.1
-89.47308693,46.21139586,-8.8
-89.47305935,46.21139644,-8.9
-89.47303195,46.21139701,-8.3
-89.47300497,46.21139727,-8
-89.47297686,46.21139616,-7.9
-89.47294832,46.21139507,-7.7
-89.47291755,46.21139397,-7.6
-89.47288708,46.21139288,-7.5
-89.47285543,46.21139178,-7.4
-89.47282501,46.21138978,-7.2
-89.47279442,46.21138685,-7.1
-89.4727658,46.21138397,-7
-89.47273539,46.21138122,-6.9
-89.47270438,46.21137823,-6.7
-89.47267568,46.21137319,-6.8
-89.4726456,46.21136785,-6.5
-89.47261452,46.21136349,-6.4
-89.47258387,46.21135934,-6.3
-89.47255359,46.21135396,-6.2
-89.47252553,46.2113493,-6.1
-89.47249448,46.21134317,-6.1
-89.47246636,46.21133817,-6
-89.47243571,46.21133467,-5.9
-89.4724047,46.21133313,-5.8
-89.47237585,46.21133161,-5.6
-89.47234588,46.21133008,-5.6
-89.4723159,46.21132846,-5.4
-89.47228623,46.21132653,-5.4
-89.47225669,46.21132458,-5.4
-89.47222395,46.21132264,-5.3
-89.47219433,46.21131881,-5.2
-89.47216439,46.21131576,-5.2
-89.47213277,46.21131403,-5.1
-89.4721003,46.2113123,-5.1
-89.47207189,46.21131057,-5
-89.47203872,46.21130881,-4.9
-89.4720087,46.21130703,-4.9
-89.47197919,46.21130525,-4.8
-89.47194817,46.21130747,-4.8
-89.47191718,46.21130965,-4.7
-89.4718861,46.211308,-4.6
-89.47185508,46.21130635,-4.6
-89.47182415,46.21130471,-4.5
-89.47179344,46.21130272,-5.4
-89.47176284,46.21130042,-5.4
-89.47173174,46.21129811,-4.5
-89.47170074,46.21129441,-4.4
-89.47167039,46.2112904,-4.5
-89.47163866,46.21128638,-4.7
-89.4716111,46.21128282,-5.1
-89.47157898,46.21127943,-5.4
-89.47154964,46.21127502,-5.4
-89.47151862,46.21127027,-5.6
-89.47148765,46.21126532,-4.9
-89.47146113,46.21126027,-4.9
-89.4714321,46.21125269,-4.9
-89.47140588,46.21124281,-5
-89.47138055,46.21123366,-5.2
-89.47135522,46.21122589,-5.3
-89.47132998,46.21122098,-5.2
-89.4713045,46.21121737,-5.2
-89.47127693,46.21121272,-5.3
-89.47125115,46.21120753,-5.3
-89.4712212,46.21120232,-5.4
-89.47119278,46.21119757,-5.2
-89.47116174,46.21119437,-5.6
-89.471134,46.21119099,-5.2
-89.47110296,46.21118669,-5.2
-89.47107521,46.21118258,-5.2
-89.47104425,46.21117807,-5.1
-89.47101642,46.21117142,-5.2
-89.47098541,46.21116616,-5.1
-89.47095767,46.21116186,-5
-89.4709266,46.2111568,-4.9
-89.47089556,46.2111501,-4.9
-89.47086777,46.21114318,-4.6
-89.4708375,46.2111382,-4.5
-89.47080903,46.21113374,-4.4
-89.47078125,46.21112942,-4
-89.47075021,46.21112198,-3.6
-89.47072244,46.21111608,-3.4
-89.47069422,46.21111029,-3.3
-89.47066362,46.21110437,-3.2
-89.47063587,46.21109689,-3.1
-89.47060642,46.21109098,-2.9
-89.47057708,46.21108495,-2.8
-89.47054629,46.21107689,-2.7
-89.47051832,46.21107092,-2.7
-89.47048941,46.21106526,-2.6
-89.4704587,46.21105834,-2.6
-89.47042844,46.21105135,-2.6
-89.47039962,46.21104494,-2.7
-89.47036966,46.21103821,-2.7
-89.47034143,46.21103001,-2.8
-89.47031049,46.21102284,-3
-89.47028306,46.21101706,-3.1
-89.47025194,46.21101113,-3.4
-89.47022349,46.21100168,-3.4
-89.47019328,46.21099362,-3.4
-89.47016688,46.21098642,-3.5
-89.47013758,46.21097781,-3.5
-89.47010916,46.21097098,-3.6
-89.47007923,46.21096385,-3.7
-89.47004933,46.21095426,-3.8
-89.47002261,46.21094609,-3.8
-89.46999154,46.21093855,-3.9
-89.46996319,46.21093,-4
-89.469934,46.21092277,-4.1
-89.46990501,46.21091577,-4.1
-89.46987396,46.21090791,-4.1
-89.46984444,46.21090008,-4.1
-89.4698145,46.21089351,-4.2
-89.46978412,46.21088575,-4.2
-89.4697539,46.2108794,-4.1
-89.4697229,46.21087362,-4
-89.46969448,46.2108677,-4
-89.4696641,46.21086021,-3.8
-89.46963548,46.2108543,-3.8
-89.4696053,46.21084851,-3.6
-89.46957471,46.21084197,-3.6
-89.46954563,46.21083378,-3.5
-89.4695163,46.21082705,-3.4
-89.46948769,46.21082026,-3.3
-89.46945668,46.21081222,-3.3
-89.46942828,46.21080683,-3.5
-89.46939864,46.21080129,-3.5
-89.46936682,46.21079544,-3.4
-89.4693391,46.21078861,-3.4
-89.46931087,46.21078222,-3.5
-89.46928027,46.21077659,-2.9
-89.46925252,46.2107712,-2.9
-89.46922163,46.21076533,-2.8
-89.46919402,46.2107593,-2.8
-89.469163,46.21075481,-2.7
-89.46913492,46.21075177,-2.5
-89.46910609,46.21074879,-2.3
-89.46907614,46.21074683,-2.1
-89.46904512,46.21074488,-1.8
-89.46901781,46.21074292,-1.5
-89.46898885,46.21073838,-1.3
-89.46896355,46.21073344,-1.1
-89.46894373,46.21072748,-1
-89.46893118,46.21071716,-0.9
-89.46892343,46.21071025,-1
-89.46892476,46.21070406,-1
-89.46892608,46.21069913,-1
-89.4689274,46.21069216,-1
-89.46892873,46.21068628,-0.9
-89.46893005,46.21067717,-1
-89.46893137,46.21066435,-1
-89.46893419,46.21065016,-1.1
-89.46894313,46.21063502,-1.2
-89.46895443,46.21062445,-1.3
-89.46896969,46.21061266,-1.5
-89.46898483,46.21060474,-1.7
-89.46900379,46.21059936,-1.9
-89.46902575,46.2105941,-2.1
-89.46904777,46.21059488,-2.3
-89.46907166,46.21059728,-2.5
-89.46909212,46.2105996,-2.9
-89.46911466,46.21060161,-3
-89.46913784,46.21060362,-3.2
-89.46916084,46.21060573,-3.3
-89.46918634,46.21060912,-3.5
-89.46920921,46.21061288,-3.7
-89.46923301,46.21061793,-3.8
-89.46925663,46.21062224,-3.9
-89.46928155,46.21062708,-4
-89.46930896,46.21063227,-4
-89.46933723,46.21063729,-4.1
-89.46936197,46.21064223,-4.1
-89.46938971,46.21064716,-4.2
-89.46941332,46.21065261,-4.4
-89.4694387,46.21065761,-4.4
-89.46946488,46.21066202,-4.4
-89.46948935,46.21066741,-4.9
-89.46951504,46.21067316,-4.6
-89.46954245,46.21068011,-4.5
-89.4695672,46.21068397,-4.6
-89.4695923,46.21068746,-4.6
-89.46961639,46.21069037,-4.6
-89.46964445,46.21069361,-4.6
-89.46966802,46.21069817,-4.7
-89.46969275,46.21070252,-4.7
-89.46972052,46.21070549,-4.6
-89.46974497,46.21070615,-4.7
-89.4697727,46.2107068,-4.7
-89.46979724,46.21070745,-4.7
-89.46982431,46.21070811,-4.6
-89.46984866,46.21070877,-4.7
-89.4698774,46.21070942,-4.7
-89.46990256,46.21071008,-4.7
-89.46993112,46.21071074,-4.8
-89.46995825,46.21071139,-4.8
-89.4699834,46.21071461,-4.7
-89.47000918,46.21071806,-4.7
-89.47003428,46.21072073,-4.8
-89.47005974,46.21072339,-4.8
-89.47008522,46.21072914,-4.8
-89.47011045,46.21073557,-4.8
-89.47013407,46.21074266,-4.8
-89.47015308,46.2107537,-4.8
-89.4701711,46.2107642,-4.8
-89.47018814,46.21077696,-4.7
-89.47020267,46.21078927,-4.6
-89.47021802,46.21080339,-4.6
-89.47023302,46.21081439,-4.5
-89.47024882,46.21082618,-4.5
-89.47026578,46.21083596,-4.4
-89.47028333,46.21084738,-4.4
-89.4703018,46.2108591,-4.3
-89.47032049,46.21087067,-4.2
-89.47033957,46.21088177,-5.1
-89.47035969,46.2108909,-5
-89.47038163,46.21090148,-4.3
-89.47040313,46.21090953,-4.1
-89.47042407,46.21091915,-4.1
-89.47044753,46.21092674,-4.1
-89.47046847,46.21093348,-4.2
-89.47049183,46.21094093,-5
-89.47051441,46.21094828,-4.2
-89.47053788,46.21095535,-4.3
-89.47055896,46.21096435,-4.4
-89.4705799,46.21097395,-4.5
-89.47060085,46.21098074,-4.6
-89.4706242,46.21098665,-4.7
-89.47064495,46.2109924,-4.9
-89.47066802,46.21099779,-5
-89.47069124,46.21100352,-5.1
-89.4707144,46.21100931,-5.3
-89.47073734,46.21101684,-5.3
-89.47076244,46.21102231,-5.5
-89.47078773,46.21102865,-5.6
-89.47081166,46.21103559,-5.7
-89.47083487,46.21104417,-5.9
-89.47085795,46.21105177,-6
-89.47088109,46.21105986,-6.2
-89.4709045,46.21107008,-6.2
-89.47092774,46.21107813,-6.2
-89.47095057,46.21108547,-6.1
-89.47097388,46.21109333,-6.3
-89.4709972,46.2110981,-6.3
-89.47101806,46.21109681,-6.5
-89.47104094,46.21109552,-6.4
-89.47106507,46.21109424,-6.5
-89.47108957,46.21109294,-6.5
-89.47111191,46.21109239,-6.6
-89.47113403,46.21109508,-6.6
-89.47115716,46.21109778,-6.6
-89.47118052,46.2110994,-6.5
-89.47120376,46.21110086,-7.4
-89.47122799,46.21110233,-6.6
-89.47124998,46.21110394,-6.6
-89.47127757,46.21110766,-6.5
-89.4713024,46.21111163,-6.6
